Type d'établissement - Année scolaire;Libellé établissement;Adresse;Arrondissement;Code INSEE;Année scolaire;Type établissement;created_user;created_date;last_edited_user;last_edited_date;geo_shape;geo_point_2d
4892;OLIVIER METRA (24) ELEM A;24 RUE OLIVIER METRA;20ème Ardt;75120;2022-2023;ELE;;;;;"{""coordinates"": [2.394262605141225, 48.87300073074146], ""type"": ""Point""}";48.87300073074146, 2.394262605141225
4892;OURCQ (105B) ELEM A;105 bis RUE DE L'OURCQ (ECOLE B);19ème Ardt;75119;2022-2023;ELE;;;;;"{""coordinates"": [2.3750753793415953, 48.893558392617535], ""type"": ""Point""}";48.893558392617535, 2.3750753793415953
4892;MADEMOISELLE (81) ELEM;81 RUE MADEMOISELLE;15ème Ardt;75115;2022-2023;ELE;;;;;"{""coordinates"": [2.3004089747378615, 48.84338040601088], ""type"": ""Point""}";48.84338040601088, 2.3004089747378615
4892;SEVERO (12) ELEM;12 RUE SEVERO;14ème Ardt;75114;2022-2023;ELE;;;;;"{""coordinates"": [2.3235273608754685, 48.83245025289119], ""type"": ""Point""}";48.83245025289119, 2.3235273608754685
4892;ST LOUIS EN L'ILE (21) ELEM;21 RUE SAINT LOUIS EN L'ILE;4ème Ardt;75104;2022-2023;ELE;;;;;"{""coordinates"": [2.357240563834992, 48.85153571867266], ""type"": ""Point""}";48.85153571867266, 2.357240563834992
4892;CHARENTON (51) ELEM;51 RUE DE CHARENTON;12ème Ardt;75112;2022-2023;ELE;;;;;"{""coordinates"": [2.372733395437256, 48.85107476602295], ""type"": ""Point""}";48.85107476602295, 2.372733395437256
4890;MARCADET (29) MAT;29 RUE MARCADET;18ème Ardt;75118;2022-2023;MAT;;;;;"{""coordinates"": [2.352811098401421, 48.890330350988556], ""type"": ""Point""}";48.890330350988556, 2.352811098401421
4892;LECOMTE (6) POLY;6 RUE LECOMTE;17ème Ardt;75117;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.321071444973094, 48.88867104666562], ""type"": ""Point""}";48.88867104666562, 2.321071444973094
COLLEGES (année scolaire 2022/2023);EDMOND MICHELET;70 RUE DE L' OURCQ;19ème Ardt;75119;2022-2023;Collège;;;;;"{""coordinates"": [2.376485834379865, 48.89366655755415], ""type"": ""Point""}";48.89366655755415, 2.376485834379865
COLLEGES (année scolaire 2022/2023);GUILLAUME APOLLINAIRE;39 AVENUE EMILE ZOLA;15ème Ardt;75115;2022-2023;Collège;;;;;"{""coordinates"": [2.282679643541085, 48.8465711128111], ""type"": ""Point""}";48.8465711128111, 2.282679643541085
4890;CHRISTIANI (8) MAT;8 RUE CHRISTIANI;18ème Ardt;75118;2022-2023;MAT;;;;;"{""coordinates"": [2.3487390783143707, 48.88595158914906], ""type"": ""Point""}";48.88595158914906, 2.3487390783143707
4892;VULPIAN (13) ELEM;13 RUE VULPIAN;13ème Ardt;75113;2022-2023;ELE;;;;;"{""coordinates"": [2.346494705695409, 48.831548188287286], ""type"": ""Point""}";48.831548188287286, 2.346494705695409
4892;LEGENDRE (49) ELEM;49 RUE LEGENDRE;17ème Ardt;75117;2022-2023;ELE;;;;;"{""coordinates"": [2.3159676579232036, 48.88525363944682], ""type"": ""Point""}";48.88525363944682, 2.3159676579232036
4892;JOSSEAUME (3-7) ELEM;3 PASSAGE JOSSEAUME;20ème Ardt;75120;2022-2023;ELE;;;;;"{""coordinates"": [2.4027654872962483, 48.85475759113608], ""type"": ""Point""}";48.85475759113608, 2.4027654872962483
4892;GOUBET (4) ELEM;4 RUE GOUBET;19ème Ardt;75119;2022-2023;ELE;;;;;"{""coordinates"": [2.3903302155166273, 48.88459274589403], ""type"": ""Point""}";48.88459274589403, 2.3903302155166273
4892;VIGEE LEBRUN (11) ELEM B;11 RUE VIGEE LEBRUN;15ème Ardt;75115;2022-2023;ELE;;;;;"{""coordinates"": [2.31057696198502, 48.839038409461246], ""type"": ""Point""}";48.839038409461246, 2.31057696198502
4892;PIHET (1) ELEM;1 RUE PIHET;11ème Ardt;75111;2022-2023;ELE;;;;;"{""coordinates"": [2.3738819813832723, 48.8634548011733], ""type"": ""Point""}";48.8634548011733, 2.3738819813832723
4890;DARIUS MILHAUD (53) MAT;53 ALLEE DARIUS MILHAUD;19ème Ardt;75119;2022-2023;MAT;;;;;"{""coordinates"": [2.3908932428725764, 48.88468263111015], ""type"": ""Point""}";48.88468263111015, 2.3908932428725764
4890;REUNION (91) MAT;91 RUE DE LA REUNION;20ème Ardt;75120;2022-2023;MAT;;;;;"{""coordinates"": [2.4002559638159915, 48.856442689325206], ""type"": ""Point""}";48.856442689325206, 2.4002559638159915
4892;MANIN (30) ELEM B;30 RUE MANIN;19ème Ardt;75119;2022-2023;ELE;;;;;"{""coordinates"": [2.3890523258108693, 48.88335333939429], ""type"": ""Point""}";48.88335333939429, 2.3890523258108693
4892;VICTOR COUSIN (14) ELEM;14 RUE VICTOR COUSIN;5ème Ardt;75105;2022-2023;ELE;;;;;"{""coordinates"": [2.3420801982320647, 48.84743178989317], ""type"": ""Point""}";48.84743178989317, 2.3420801982320647
4892;CARDINAL AMETTE (3) ELEM;3 PLACE DU CARDINAL AMETTE;15ème Ardt;75115;2022-2023;ELE;;;;;"{""coordinates"": [2.297107585629458, 48.85093752536021], ""type"": ""Point""}";48.85093752536021, 2.297107585629458
COLLEGES (année scolaire 2022/2023);GABRIEL FAURE;81 AVENUE DE CHOISY;13ème Ardt;75113;2022-2023;Collège;;;;;"{""coordinates"": [2.3614072621205247, 48.82404489633227], ""type"": ""Point""}";48.82404489633227, 2.3614072621205247
COLLEGES (année scolaire 2022/2023);JEAN-BAPTISTE POQUELIN;6 RUE MOLIERE;1er Ardt;75101;2022-2023;Collège;;;;;"{""coordinates"": [2.335488361254741, 48.86465286301919], ""type"": ""Point""}";48.86465286301919, 2.335488361254741
4890;M. ROSTROPOVITCH (56) MAT;56 RUE MSTISLAV ROSTROPOVITCH;17ème Ardt;75117;2022-2023;MAT;;;;;"{""coordinates"": [2.311435604063327, 48.89092291810394], ""type"": ""Point""}";48.89092291810394, 2.311435604063327
4890;VITRUVE (68) MAT;68 RUE VITRUVE;20ème Ardt;75120;2022-2023;MAT;;;;;"{""coordinates"": [2.406797222388463, 48.85926120243894], ""type"": ""Point""}";48.85926120243894, 2.406797222388463
4890;RICAUT (8) MAT;8 RUE RICAUT;13ème Ardt;75113;2022-2023;MAT;;;;;"{""coordinates"": [2.3614545805745077, 48.82985084240565], ""type"": ""Point""}";48.82985084240565, 2.3614545805745077
4890;CARNOT (16) MAT;16 BOULEVARD CARNOT;12ème Ardt;75112;2022-2023;MAT;;;;;"{""coordinates"": [2.4122502419822465, 48.84473017003697], ""type"": ""Point""}";48.84473017003697, 2.4122502419822465
4890;DAUMESNIL (70) MAT;70 AVENUE DAUMESNIL;12ème Ardt;75112;2022-2023;MAT;;;;;"{""coordinates"": [2.3803469857615727, 48.84470029088354], ""type"": ""Point""}";48.84470029088354, 2.3803469857615727
4890;BERCY (167) MAT;167 RUE DE BERCY;12ème Ardt;75112;2022-2023;MAT;;;;;"{""coordinates"": [2.375238551801449, 48.84260745086261], ""type"": ""Point""}";48.84260745086261, 2.375238551801449
4892;MUSSET (20) ELEM;20 RUE DE MUSSET;16ème Ardt;75116;2022-2023;ELE;;;;;"{""coordinates"": [2.2635396931463285, 48.84208224093171], ""type"": ""Point""}";48.84208224093171, 2.2635396931463285
4892;CLIGNANCOURT (61) ELEM;61 RUE DE CLIGNANCOURT;18ème Ardt;75118;2022-2023;ELE;;;;;"{""coordinates"": [2.3477978551722156, 48.88793298898723], ""type"": ""Point""}";48.88793298898723, 2.3477978551722156
4892;ARGENTEUIL (11) ELEM;11 RUE D'ARGENTEUIL;1er Ardt;75101;2022-2023;ELE;;;;;"{""coordinates"": [2.333823253346665, 48.864885757850296], ""type"": ""Point""}";48.864885757850296, 2.333823253346665
4892;POMMARD (4) ELEM;4 RUE DE POMMARD;12ème Ardt;75112;2022-2023;ELE;;;;;"{""coordinates"": [2.385128853002577, 48.83564931307004], ""type"": ""Point""}";48.83564931307004, 2.385128853002577
4892;DIDEROT (40) ELEM;40 BOULEVARD DIDEROT;12ème Ardt;75112;2022-2023;ELE;;;;;"{""coordinates"": [2.377315062294461, 48.84611204518538], ""type"": ""Point""}";48.84611204518538, 2.377315062294461
4890;PATAY (20) MAT;20 RUE DE PATAY;13ème Ardt;75113;2022-2023;MAT;;;;;"{""coordinates"": [2.3756651937327735, 48.82499118863887], ""type"": ""Point""}";48.82499118863887, 2.3756651937327735
4890;LITTRE (6) MAT;6 RUE LITTRE;6ème Ardt;75106;2022-2023;MAT;;;;;"{""coordinates"": [2.323773103790429, 48.84564322059343], ""type"": ""Point""}";48.84564322059343, 2.323773103790429
4890;TANDOU (22-28) MAT;22 RUE TANDOU;19ème Ardt;75119;2022-2023;MAT;;;;;"{""coordinates"": [2.380622491588858, 48.88646818603224], ""type"": ""Point""}";48.88646818603224, 2.380622491588858
4890;MONT CENIS (77) MAT;77 RUE DU MONT CENIS;18ème Ardt;75118;2022-2023;MAT;;;;;"{""coordinates"": [2.3439649798902322, 48.89207701097171], ""type"": ""Point""}";48.89207701097171, 2.3439649798902322
4890;BOUVINES (6) MAT;6 AVENUE DE BOUVINES;11ème Ardt;75111;2022-2023;MAT;;;;;"{""coordinates"": [2.3965802854443, 48.850254767889986], ""type"": ""Point""}";48.850254767889986, 2.3965802854443
4892;REPUBLIQUE (98) ELEM;98 AVENUE DE LA REPUBLIQUE;11ème Ardt;75111;2022-2023;ELE;;;;;"{""coordinates"": [2.382373624144395, 48.86363057742458], ""type"": ""Point""}";48.86363057742458, 2.382373624144395
4892;BLOMET (19) ELEM;19 RUE BLOMET;15ème Ardt;75115;2022-2023;ELE;;;;;"{""coordinates"": [2.3071755219437526, 48.843154953332736], ""type"": ""Point""}";48.843154953332736, 2.3071755219437526
COLLEGES (année scolaire 2022/2023);JEAN MOULIN;75 RUE D' ALESIA;14ème Ardt;75114;2022-2023;Collège;;;;;"{""coordinates"": [2.3283199536449017, 48.827730325591624], ""type"": ""Point""}";48.827730325591624, 2.3283199536449017
4890;MANIN (34) MAT;34 RUE MANIN;19ème Ardt;75119;2022-2023;MAT;;;;;"{""coordinates"": [2.389431821536466, 48.883500008329804], ""type"": ""Point""}";48.883500008329804, 2.389431821536466
4892;PYRENEES (293) ELEM A;293 RUE DES PYRENEES;20ème Ardt;75120;2022-2023;ELE;;;;;"{""coordinates"": [2.394791134190265, 48.86940017074716], ""type"": ""Point""}";48.86940017074716, 2.394791134190265
4892;ST LAMBERT (12) ELEM B;12 RUE SAINT LAMBERT;15ème Ardt;75115;2022-2023;ELE;;;;;"{""coordinates"": [2.2909530840946912, 48.838088826246874], ""type"": ""Point""}";48.838088826246874, 2.2909530840946912
4892;JEAN JAURES (160) ELEM;160 AVENUE JEAN JAURES;19ème Ardt;75119;2022-2023;ELE;;;;;"{""coordinates"": [2.3880225161215285, 48.88728920069014], ""type"": ""Point""}";48.88728920069014, 2.3880225161215285
4892;JUSSIENNE (3) ELEM;3 RUE DE LA JUSSIENNE;2ème Ardt;75102;2022-2023;ELE;;;;;"{""coordinates"": [2.3440910498073237, 48.86530003557967], ""type"": ""Point""}";48.86530003557967, 2.3440910498073237
4892;DUQUESNE (42) ELEM;42 AVENUE DUQUESNE;7ème Ardt;75107;2022-2023;ELE;;;;;"{""coordinates"": [2.313024269188942, 48.84959294215656], ""type"": ""Point""}";48.84959294215656, 2.313024269188942
4890;MARYSE HILSZ (18) MAT;18 RUE MARYSE HILSZ;20ème Ardt;75120;2022-2023;MAT;;;;;"{""coordinates"": [2.412917325457624, 48.850618882419965], ""type"": ""Point""}";48.850618882419965, 2.412917325457624
4890;FRANCOISE DORLEAC (2) MAT;2 PLACE FRANCOISE DORLEAC;18ème Ardt;75118;2022-2023;MAT;;;;;"{""coordinates"": [2.337452792317367, 48.8993899007631], ""type"": ""Point""}";48.8993899007631, 2.337452792317367
4890;SERVAN (54) MAT;54 RUE SERVAN;11ème Ardt;75111;2022-2023;MAT;;;;;"{""coordinates"": [2.3818138125303907, 48.863031254508925], ""type"": ""Point""}";48.863031254508925, 2.3818138125303907
COLLEGES (année scolaire 2022/2023);JEAN PERRIN;6 RUE EUGENE REISZ;20ème Ardt;75120;2022-2023;Collège;;;;;"{""coordinates"": [2.411192015083835, 48.85685261667771], ""type"": ""Point""}";48.85685261667771, 2.411192015083835
COLLEGES (année scolaire 2022/2023);FRANCOISE DOLTO;354 RUE DES PYRENEES;20ème Ardt;75120;2022-2023;Collège;;;;;"{""coordinates"": [2.386914603390663, 48.87395669100666], ""type"": ""Point""}";48.87395669100666, 2.386914603390663
4892;ARAGO (30) ELEM;30 BOULEVARD ARAGO;13ème Ardt;75113;2022-2023;ELE;;;;;"{""coordinates"": [2.3474585187845385, 48.83560045283759], ""type"": ""Point""}";48.83560045283759, 2.3474585187845385
4892;GENERAL LASALLE (1) ELEM;1 RUE DU GENERAL LASALLE;19ème Ardt;75119;2022-2023;ELE;;;;;"{""coordinates"": [2.381214745951107, 48.87425637487898], ""type"": ""Point""}";48.87425637487898, 2.381214745951107
4892;ST MARTIN (211) POLY;211 RUE SAINT MARTIN;3ème Ardt;75103;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.3528123089676223, 48.86407166494785], ""type"": ""Point""}";48.86407166494785, 2.3528123089676223
COLLEGES (année scolaire 2022/2023);THOMAS MANN;91 AVENUE DE FRANCE;13ème Ardt;75113;2022-2023;Collège;;;;;"{""coordinates"": [2.377938859129365, 48.82891771170081], ""type"": ""Point""}";48.82891771170081, 2.377938859129365
4890;BRECHE AUX LOUPS (28) MAT;28 RUE DE LA BRECHE AUX LOUPS;12ème Ardt;75112;2022-2023;MAT;;;;;"{""coordinates"": [2.3945357711131185, 48.83778785119997], ""type"": ""Point""}";48.83778785119997, 2.3945357711131185
4892;VAUCANSON (6) POLY;6 RUE VAUCANSON;3ème Ardt;75103;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.3567881058857116, 48.86711766168113], ""type"": ""Point""}";48.86711766168113, 2.3567881058857116
4892;BELLEVILLE (104) ELEM;104 RUE DE BELLEVILLE;20ème Ardt;75120;2022-2023;ELE;;;;;"{""coordinates"": [2.386640944554726, 48.874457976184885], ""type"": ""Point""}";48.874457976184885, 2.386640944554726
4892;ROMAINVILLE (57) ELEM A;57 RUE DE ROMAINVILLE;19ème Ardt;75119;2022-2023;ELE;;;;;"{""coordinates"": [2.4030100064609767, 48.877417068605105], ""type"": ""Point""}";48.877417068605105, 2.4030100064609767
COLLEGES (année scolaire 2022/2023);AIME CESAIRE;22 RUE PAJOL;18ème Ardt;75118;2022-2023;Collège;;;;;"{""coordinates"": [2.363067598532842, 48.8895947927362], ""type"": ""Point""}";48.8895947927362, 2.363067598532842
4890;THEODORE DECK (2) MAT;2 RUE THEODORE DECK;15ème Ardt;75115;2022-2023;MAT;;;;;"{""coordinates"": [2.29072331374383, 48.83766552711036], ""type"": ""Point""}";48.83766552711036, 2.29072331374383
4892;PORTE D'IVRY (51) ELEM;51 AVENUE DE LA PORTE D'IVRY;13ème Ardt;75113;2022-2023;ELE;;;;;"{""coordinates"": [2.3696084528341466, 48.82112753395738], ""type"": ""Point""}";48.82112753395738, 2.3696084528341466
4892;BUFFON (21)  ELEM;21 RUE BUFFON;5ème Ardt;75105;2022-2023;ELE;;;;;"{""coordinates"": [2.3612490633925756, 48.84248272252251], ""type"": ""Point""}";48.84248272252251, 2.3612490633925756
4892;ST OUEN (23) ELEM;23 AVENUE DE SAINT OUEN;17ème Ardt;75117;2022-2023;ELE;;;;;"{""coordinates"": [2.3259283574306444, 48.889053645118366], ""type"": ""Point""}";48.889053645118366, 2.3259283574306444
4890;FRANCOIS COPPEE (10) MAT;10 RUE FRANCOIS COPPEE;15ème Ardt;75115;2022-2023;MAT;;;;;"{""coordinates"": [2.287597766254118, 48.839927003681424], ""type"": ""Point""}";48.839927003681424, 2.287597766254118
4890;DAUMESNIL (253 B) MAT;253 bis AVENUE DAUMESNIL;12ème Ardt;75112;2022-2023;MAT;;;;;"{""coordinates"": [2.4025698180584274, 48.837246512902595], ""type"": ""Point""}";48.837246512902595, 2.4025698180584274
4892;DELAMBRE (24) ELEM;24 RUE DELAMBRE;14ème Ardt;75114;2022-2023;ELE;;;;;"{""coordinates"": [2.326808868876013, 48.84159829348391], ""type"": ""Point""}";48.84159829348391, 2.326808868876013
COLLEGES (année scolaire 2022/2023);GUSTAVE FLAUBERT;82 AVENUE D' IVRY;13ème Ardt;75113;2022-2023;Collège;;;;;"{""coordinates"": [2.3626597620602254, 48.82496991497496], ""type"": ""Point""}";48.82496991497496, 2.3626597620602254
4890;TURENNE (52) MAT;52 RUE DE TURENNE;3ème Ardt;75103;2022-2023;MAT;;;;;"{""coordinates"": [2.3646137063340795, 48.858422160216655], ""type"": ""Point""}";48.858422160216655, 2.3646137063340795
4890;PERLE (7) MAT;7 RUE DE LA PERLE;3ème Ardt;75103;2022-2023;MAT;;;;;"{""coordinates"": [2.3613595231393396, 48.85950683957149], ""type"": ""Point""}";48.85950683957149, 2.3613595231393396
4892;DUSSOUBS (42) POLY;42 RUE DUSSOUBS;2ème Ardt;75102;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.349694357988328, 48.86716386438895], ""type"": ""Point""}";48.86716386438895, 2.349694357988328
4892;ST MERRI (11) POLY;11 RUE SAINT MERRI;4ème Ardt;75104;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.352953080890981, 48.8593047674744], ""type"": ""Point""}";48.8593047674744, 2.352953080890981
4892;RECOLLETS (19) ELEM;19 PASSAGE DES RECOLLETS;10ème Ardt;75110;2022-2023;ELE;;;;;"{""coordinates"": [2.360525786029718, 48.87430550401081], ""type"": ""Point""}";48.87430550401081, 2.360525786029718
COLLEGES (année scolaire 2022/2023);CLAUDE BERNARD;1 AVENUE DU PARC DES PRINCES;16ème Ardt;75116;2022-2023;Collège;;;;;"{""coordinates"": [2.2549423416320593, 48.84197468243493], ""type"": ""Point""}";48.84197468243493, 2.2549423416320593
4890;LOUIS BLANC (49) MAT;49 RUE LOUIS BLANC;10ème Ardt;75110;2022-2023;MAT;;;;;"{""coordinates"": [2.3627938854253534, 48.8822596667687], ""type"": ""Point""}";48.8822596667687, 2.3627938854253534
4890;AMIRAL ROUSSIN (33) MAT;33 RUE DE L AMIRAL ROUSSIN;15ème Ardt;75115;2022-2023;MAT;;;;;"{""coordinates"": [2.2995103665150136, 48.84462369220469], ""type"": ""Point""}";48.84462369220469, 2.2995103665150136
4890;COLONEL MOLL (16) MAT;16 RUE DU COLONEL MOLL;17ème Ardt;75117;2022-2023;MAT;;;;;"{""coordinates"": [2.2901010627457095, 48.87801285587208], ""type"": ""Point""}";48.87801285587208, 2.2901010627457095
COLLEGES (année scolaire 2022/2023);CAMILLE SEE;11 RUE LEON LHERMITTE;15ème Ardt;75115;2022-2023;Collège;;;;;"{""coordinates"": [2.2969840321284276, 48.84299079681964], ""type"": ""Point""}";48.84299079681964, 2.2969840321284276
4890;CHARDON LAGACHE (64) MAT;64 RUE CHARDON LAGACHE;16ème Ardt;75116;2022-2023;MAT;;;;;"{""coordinates"": [2.2642222829511116, 48.84236112820665], ""type"": ""Point""}";48.84236112820665, 2.2642222829511116
4892;44 ENFANTS D'IZIEU (2) POLY;2 PLACE DES 44 ENFANTS D'IZIEU;13ème Ardt;75113;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.3562566111428294, 48.82163734442746], ""type"": ""Point""}";48.82163734442746, 2.3562566111428294
4892;JOUFFROY (20) ELEM;20 RUE JOUFFROY D'ABBANS;17ème Ardt;75117;2022-2023;ELE;;;;;"{""coordinates"": [2.310896770755844, 48.886500433015385], ""type"": ""Point""}";48.886500433015385, 2.310896770755844
4892;CLICHY (10) ELEM;10 RUE DE CLICHY;9ème Ardt;75109;2022-2023;ELE;;;;;"{""coordinates"": [2.3304673759654397, 48.877726909314475], ""type"": ""Point""}";48.877726909314475, 2.3304673759654397
COLLEGES (année scolaire 2022/2023);HECTOR BERLIOZ;17 RUE GEORGETTE AGUTTE;18ème Ardt;75118;2022-2023;Collège;;;;;"{""coordinates"": [2.332815674978112, 48.89581466967536], ""type"": ""Point""}";48.89581466967536, 2.332815674978112
4890;TOLBIAC (157) MAT;157 RUE DE TOLBIAC;13ème Ardt;75113;2022-2023;MAT;;;;;"{""coordinates"": [2.356264686583316, 48.82603438803607], ""type"": ""Point""}";48.82603438803607, 2.356264686583316
4892;SAIDA (20) ELEM;20 RUE SAIDA;15ème Ardt;75115;2022-2023;ELE;;;;;"{""coordinates"": [2.293162588036355, 48.83174298046158], ""type"": ""Point""}";48.83174298046158, 2.293162588036355
4892;VIGEE LEBRUN (17) ELEM A;17 RUE VIGEE LEBRUN;15ème Ardt;75115;2022-2023;ELE;;;;;"{""coordinates"": [2.3109555168157114, 48.83885497070429], ""type"": ""Point""}";48.83885497070429, 2.3109555168157114
4892;LANCRY (15) POLY;15 RUE DE LANCRY;10ème Ardt;75110;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.360343892968746, 48.8695684314418], ""type"": ""Point""}";48.8695684314418, 2.360343892968746
COLLEGES (année scolaire 2022/2023);ST EXUPERY;89 BOULEVARD ARAGO;14ème Ardt;75114;2022-2023;Collège;;;;;"{""coordinates"": [2.3354369048459884, 48.834349034877256], ""type"": ""Point""}";48.834349034877256, 2.3354369048459884
4892;IVRY (47) ELEM A;47 AVENUE D'IVRY (ECOLE B);13ème Ardt;75113;2022-2023;ELE;;;;;"{""coordinates"": [2.365782181735675, 48.82306036550549], ""type"": ""Point""}";48.82306036550549, 2.365782181735675
4892;LITTRE (6) ELEM;6 RUE LITTRE;6ème Ardt;75106;2022-2023;ELE;;;;;"{""coordinates"": [2.323773103790429, 48.84564322059343], ""type"": ""Point""}";48.84564322059343, 2.323773103790429
4890;FERNAND LABORI (19) MAT;19 RUE FERNAND LABORI;18ème Ardt;75118;2022-2023;MAT;;;;;"{""coordinates"": [2.3422511488545315, 48.899127617384266], ""type"": ""Point""}";48.899127617384266, 2.3422511488545315
4890;POISSY (27) MAT;27 RUE DE POISSY;5ème Ardt;75105;2022-2023;MAT;;;;;"{""coordinates"": [2.3522779256679183, 48.84859293787835], ""type"": ""Point""}";48.84859293787835, 2.3522779256679183
4890;ELISA LEMONNIER (15) MAT;15 RUE ELISA LEMONNIER;12ème Ardt;75112;2022-2023;MAT;;;;;"{""coordinates"": [2.3894443244272425, 48.8408390379134], ""type"": ""Point""}";48.8408390379134, 2.3894443244272425
4892;OUEST (69) POLY;69 RUE DE L'OUEST;14ème Ardt;75114;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.3185603650345095, 48.835649604477425], ""type"": ""Point""}";48.835649604477425, 2.3185603650345095
4890;CAPITAINE LAGACHE (21) MAT;21 RUE DU CAPITAINE LAGACHE;17ème Ardt;75117;2022-2023;MAT;;;;;"{""coordinates"": [2.325275514737551, 48.892144085911646], ""type"": ""Point""}";48.892144085911646, 2.325275514737551
4890;RICHOMME (18) MAT;18 RUE RICHOMME;18ème Ardt;75118;2022-2023;MAT;;;;;"{""coordinates"": [2.3514285246115896, 48.886354513529774], ""type"": ""Point""}";48.886354513529774, 2.3514285246115896
4890;MEUNIERS (40) MAT;40 RUE DES MEUNIERS;12ème Ardt;75112;2022-2023;MAT;;;;;"{""coordinates"": [2.3965082714453056, 48.8348153848075], ""type"": ""Point""}";48.8348153848075, 2.3965082714453056
4892;AQUEDUC (39) ELEM;39 RUE DE L'AQUEDUC;10ème Ardt;75110;2022-2023;ELE;;;;;"{""coordinates"": [2.363923017199924, 48.88247900358761], ""type"": ""Point""}";48.88247900358761, 2.363923017199924
COLLEGES (année scolaire 2022/2023);SONIA DELAUNAY;14 RUE EURYALE DEHAYNIN;19ème Ardt;75119;2022-2023;Collège;;;;;"{""coordinates"": [2.3781287412764107, 48.88593429740651], ""type"": ""Point""}";48.88593429740651, 2.3781287412764107
COLLEGES (année scolaire 2022/2023);JACQUES PREVERT;18 RUE SAINT-BENOIT;6ème Ardt;75106;2022-2023;Collège;;;;;"{""coordinates"": [2.3328455414566878, 48.85473387190791], ""type"": ""Point""}";48.85473387190791, 2.3328455414566878
4890;CHAPTAL (12) MAT;12 RUE CHAPTAL;9ème Ardt;75109;2022-2023;MAT;;;;;"{""coordinates"": [2.3336321508838727, 48.88082464785626], ""type"": ""Point""}";48.88082464785626, 2.3336321508838727
4890;GENERAL BRUNET (9) MAT;9 RUE DU GENERAL BRUNET;19ème Ardt;75119;2022-2023;MAT;;;;;"{""coordinates"": [2.390464622399146, 48.880405406428565], ""type"": ""Point""}";48.880405406428565, 2.390464622399146
4890;PICPUS (56) MAT;56 RUE DE PICPUS (ECOLE B);12ème Ardt;75112;2022-2023;MAT;;;;;"{""coordinates"": [2.396622583993179, 48.84359141551742], ""type"": ""Point""}";48.84359141551742, 2.396622583993179
4892;QUATRE FILS (10 B) ELEM;10 bis RUE DES QUATRE FILS;3ème Ardt;75103;2022-2023;ELE;;;;;"{""coordinates"": [2.3601561880625743, 48.860411900549714], ""type"": ""Point""}";48.860411900549714, 2.3601561880625743
4892;MURAT (162) ELEM;162 BOULEVARD MURAT;16ème Ardt;75116;2022-2023;ELE;;;;;"{""coordinates"": [2.265105062095442, 48.838953773242956], ""type"": ""Point""}";48.838953773242956, 2.265105062095442
4892;DUPLEIX (21) ELEM;21 RUE DUPLEIX;15ème Ardt;75115;2022-2023;ELE;;;;;"{""coordinates"": [2.2971938831414604, 48.851482443324564], ""type"": ""Point""}";48.851482443324564, 2.2971938831414604
4892;ST LAMBERT (10) ELEM A;10 RUE SAINT LAMBERT;15ème Ardt;75115;2022-2023;ELE;;;;;"{""coordinates"": [2.2909042375396065, 48.838126665571444], ""type"": ""Point""}";48.838126665571444, 2.2909042375396065
4892;BOURSAULT (10) POLY;10 RUE BOURSAULT;17ème Ardt;75117;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.3207974578832173, 48.882953381230074], ""type"": ""Point""}";48.882953381230074, 2.3207974578832173
COLLEGES (année scolaire 2022/2023);BUFFON;16 BOULEVARD PASTEUR;15ème Ardt;75115;2022-2023;Collège;;;;;"{""coordinates"": [2.3117175756846695, 48.84345072823188], ""type"": ""Point""}";48.84345072823188, 2.3117175756846695
4892;CHERNOVIZ (8) ELEM;8 RUE CHERNOVIZ;16ème Ardt;75116;2022-2023;ELE;;;;;"{""coordinates"": [2.2819172941522194, 48.85737009298764], ""type"": ""Point""}";48.85737009298764, 2.2819172941522194
4892;EUGENIE COTTON (16) ELEM A;16 RUE EUGENIE COTTON (ECOLE A;19ème Ardt;75119;2022-2023;ELE;;;;;"{""coordinates"": [2.3945249391432957, 48.87874197496205], ""type"": ""Point""}";48.87874197496205, 2.3945249391432957
4892;MOTTE PICQUET (10) ELEM;10 AVENUE DE LA MOTTE PICQUET;7ème Ardt;75107;2022-2023;ELE;;;;;"{""coordinates"": [2.3090800630685306, 48.85691248507425], ""type"": ""Point""}";48.85691248507425, 2.3090800630685306
4890;COUR DES NOUES (26) MAT;26 RUE DE LA COUR DES NOUES;20ème Ardt;75120;2022-2023;MAT;;;;;"{""coordinates"": [2.4006638852553333, 48.864339140052664], ""type"": ""Point""}";48.864339140052664, 2.4006638852553333
4890;MADEMOISELLE (83) MAT;83 RUE MADEMOISELLE;15ème Ardt;75115;2022-2023;MAT;;;;;"{""coordinates"": [2.300498599395484, 48.8433586734679], ""type"": ""Point""}";48.8433586734679, 2.300498599395484
4890;TANGER (15) MAT;15 RUE DE TANGER;19ème Ardt;75119;2022-2023;MAT;;;;;"{""coordinates"": [2.3678835383189987, 48.88541391850734], ""type"": ""Point""}";48.88541391850734, 2.3678835383189987
