ZONAGE;N_SQ_PPRIZONE;ST_AREA_SHAPE;ST_PERIMETER_SHAPE;GEO_SHAPE;GEO_POINT_2D
B;1050;1163.2230862000424;172.7913118006861;"{""coordinates"": [[[2.3489696598134153, 48.85144529163595], [2.349036078001901, 48.8513913274304], [2.349190199397228, 48.85126583334683], [2.3491569676352357, 48.85119480852894], [2.349099026450987, 48.851081843617585], [2.349045355506649, 48.85101728455268], [2.3490044637792233, 48.8509677584761], [2.348960167069435, 48.85092778840016], [2.3487421731069356, 48.85106368637642], [2.348650206265894, 48.851122711429674], [2.348778822284047, 48.851181150176096], [2.348800967659431, 48.85119161599683], [2.3488904035200666, 48.8512340405879], [2.348936398965062, 48.85125750145335], [2.348873389243317, 48.851313642612354], [2.348833356744626, 48.851295029327126], [2.348794173775015, 48.85127332416977], [2.348775435415383, 48.85126405235047], [2.348709017489052, 48.85131885911588], [2.3488078222398006, 48.851364374583085], [2.3488393374036316, 48.85137905450695], [2.3489696598134153, 48.85144529163595]]], ""type"": ""Polygon""}";48.8511885158031, 2.3489449363831185
B;1057;2609.0710521720703;263.52400449874654;"{""coordinates"": [[[2.294323008393603, 48.85114093295761], [2.294272806733563, 48.851086114883316], [2.294083750207359, 48.851069112393176], [2.293907467790815, 48.85105337934122], [2.293732038170737, 48.85103757641566], [2.2935566077060083, 48.85102184337726], [2.2933811769479866, 48.851006039029514], [2.293205747106748, 48.85099037562884], [2.2930294661733166, 48.85097457113765], [2.2928702165062647, 48.85096024756349], [2.292757804501722, 48.850950157835854], [2.2927356417917046, 48.8509724200322], [2.2927917945803036, 48.85103756893385], [2.2928709190285526, 48.85112851055299], [2.2929602532204982, 48.851231048551256], [2.293030871037911, 48.85131229142962], [2.293093026971819, 48.85133058114526], [2.2932335725119444, 48.85130899665334], [2.2934056339604436, 48.851282294587506], [2.2935776955170404, 48.85125587287594], [2.2936679847308183, 48.85124192620726], [2.2937497564749476, 48.85122938166303], [2.2939209659280535, 48.85120295982508], [2.294091322928204, 48.851176677510395], [2.294323008393603, 48.85114093295761]]], ""type"": ""Polygon""}";48.85113103144175, 2.2934141464075863
B;1060;2533.092830403406;227.0446399344672;"{""coordinates"": [[[2.3580118163698676, 48.85125031746954], [2.3576692734794555, 48.85084093084857], [2.357525272687138, 48.85067114902766], [2.3574860920701957, 48.850663147515625], [2.357133552437544, 48.85078194374563], [2.356943656984714, 48.85084570026178], [2.3568542439667812, 48.85087592636278], [2.3569198565562335, 48.85096282129765], [2.357047636737375, 48.85103691788842], [2.3573006129480785, 48.85110986750323], [2.357586791187339, 48.851151336648556], [2.3578883036568694, 48.8512041122494], [2.3580118163698676, 48.85125031746954]]], ""type"": ""Polygon""}";48.85094881819511, 2.3574183050223154
B;1061;7504.845833191117;492.00134141863936;"{""coordinates"": [[[2.359863906999089, 48.850605566892035], [2.359711426169755, 48.85053337455632], [2.359521492460104, 48.85050200923329], [2.3593153905947384, 48.85050205066002], [2.35912462428316, 48.85051325933102], [2.3588861592166097, 48.85051330563656], [2.358764362865462, 48.85049415050452], [2.358929681154812, 48.850710997706365], [2.3590183053856935, 48.85082753431575], [2.358993610499898, 48.85083561852622], [2.358944221330672, 48.85085206843316], [2.3589186753101923, 48.85086043406278], [2.358878623876595, 48.850808873470406], [2.3588547631131047, 48.85077663143538], [2.3587601740658513, 48.850652929042646], [2.358715863062031, 48.85059581991596], [2.3586033798806247, 48.850448444859964], [2.3584900923568255, 48.85040785934756], [2.3583682872280742, 48.850367977211576], [2.3582567361103077, 48.85040530387077], [2.357924636329328, 48.85051623118913], [2.3577585864179564, 48.85057176375163], [2.3575976446697777, 48.8506256803868], [2.3576939318129844, 48.85074362166905], [2.357787661573075, 48.8508558031512], [2.357828561797232, 48.85090420113856], [2.3578822439933464, 48.8509688273215], [2.3579734189246957, 48.85107883017237], [2.3580126155939674, 48.85112582404439], [2.3580509592069894, 48.85117204527512], [2.358102937813233, 48.85123484370458], [2.3582434426040932, 48.85118451404507], [2.35831837813784, 48.85115752159778], [2.3584239693525464, 48.85111991471815], [2.358570432922719, 48.85106726481115], [2.3587151944769986, 48.85101524684182], [2.3589680994985747, 48.85092477792511], [2.3589936460314496, 48.85091648333709], [2.3590430355720655, 48.85089912056697], [2.3590677300911174, 48.850890403198655], [2.359309563427876, 48.85080330888459], [2.359535218017811, 48.85072267927975], [2.359765130259023, 48.85064085520229], [2.359863906999089, 48.850605566892035]]], ""type"": ""Polygon""}";48.8507476926848, 2.35854567297359
B;1090;2662.1641136799435;204.4246538112382;"{""coordinates"": [[[2.3483545617251007, 48.85061999205551], [2.348490787975551, 48.85044489984427], [2.348443926752532, 48.850359965749014], [2.3484302943521627, 48.8503351663997], [2.3482786889882727, 48.85028930541137], [2.3481875664133116, 48.850311515983776], [2.3479797739930324, 48.85036219122821], [2.3477873094123143, 48.850409070741996], [2.3476399808345745, 48.85044484617296], [2.3476016585235366, 48.850454193782234], [2.347524160846137, 48.850473100157544], [2.3475045738458924, 48.85047787954562], [2.3474935080246544, 48.85050422610473], [2.3476289476782743, 48.85062294584098], [2.347579555932937, 48.85064683683601], [2.3476468496348626, 48.85070563494441], [2.347679218926541, 48.8507344361406], [2.347755880585072, 48.85078986050691], [2.3478282731603506, 48.850794841840475], [2.348020752093858, 48.85080803035299], [2.3481484926003704, 48.85076530184486], [2.3483545617251007, 48.85061999205551]]], ""type"": ""Polygon""}";48.85054985045568, 2.3480136045812987
B;1099;1103.456907546994;147.26596146549815;"{""coordinates"": [[[2.2919149934553946, 48.85057529605421], [2.29217555584245, 48.85062598164339], [2.292213061385303, 48.85059023623784], [2.2921526560682493, 48.85052030784547], [2.2920777873677904, 48.850435058648706], [2.2920088741735456, 48.85035613387741], [2.291952722537739, 48.850291828166824], [2.291913553131492, 48.85028394368926], [2.2916579837695354, 48.8503641460596], [2.291544680300073, 48.85039979055894], [2.291429672920123, 48.85043585655367], [2.291433889952067, 48.85048131370256], [2.291654430372186, 48.85052439763875], [2.2917813064929655, 48.85054917787095], [2.2919149934553946, 48.85057529605421]]], ""type"": ""Polygon""}";48.850458794097065, 2.2918482398441573
B;1103;3017.221662208782;255.7565728056277;"{""coordinates"": [[[2.350857565767739, 48.85051888620598], [2.3508047411965123, 48.85044062810734], [2.350765548968277, 48.85038049403411], [2.350716131125399, 48.850303148331136], [2.3506786436677567, 48.850247299912105], [2.3506309304400177, 48.850172834160205], [2.3504946417172508, 48.85008461037838], [2.3503362128048115, 48.850001516659454], [2.3501786433042167, 48.849948773484954], [2.3500032058693154, 48.84996003558241], [2.349829490852885, 48.85004316898237], [2.349763064862914, 48.850055260490166], [2.349725596621342, 48.850073320092996], [2.3498695532538085, 48.85017664974835], [2.34990276356017, 48.85016006529467], [2.349964948030907, 48.850214014701464], [2.3499334411650294, 48.85023158242998], [2.3499828482058724, 48.850272114151075], [2.350031403093613, 48.85031454335955], [2.3500782551997488, 48.850354302101145], [2.3501847367695112, 48.85044815091249], [2.35024607190072, 48.85050687742027], [2.3502758874918315, 48.850536100231615], [2.350308259589663, 48.85056806286533], [2.3504998618167274, 48.850489423757715], [2.3505620249568024, 48.85046370234391], [2.350590990247408, 48.850494681401244], [2.350612288843468, 48.85051940878482], [2.3505807809077304, 48.85053269124054], [2.350594411098259, 48.850546600018234], [2.35061059690716, 48.8505623348676], [2.350640412123091, 48.850589310092296], [2.3506591473108016, 48.850581017181334], [2.350689802443376, 48.85056738382533], [2.3507187553613353, 48.85055452366397], [2.350803910449047, 48.85051376464633], [2.350814133457678, 48.85052704155081], [2.350857565767739, 48.85051888620598]]], ""type"": ""Polygon""}";48.85025300866443, 2.3503170538844995
B;1026;27534.124253521662;674.5620593271528;"{""coordinates"": [[[2.3634869075349507, 48.85067172066963], [2.363252923803742, 48.851095136604236], [2.363425045436537, 48.85125183686933], [2.3635178931388863, 48.85128111195625], [2.3638424373239078, 48.85138796438137], [2.3639685122036638, 48.85143830687181], [2.3643041213181824, 48.851527521145435], [2.3644463700372893, 48.85156148997244], [2.3644302015814267, 48.8515847486225], [2.364949813282577, 48.85174276580266], [2.365021362162447, 48.85175637772484], [2.3650222208585308, 48.85176810985672], [2.365088663287415, 48.851788327373114], [2.3652052525386225, 48.851627904073354], [2.365355963413815, 48.85156421448675], [2.3655799004493483, 48.851470014790735], [2.3657408287072443, 48.85140217620878], [2.3658498159813184, 48.85135599018175], [2.365951141088073, 48.851313529946424], [2.3664484164147734, 48.85114183507086], [2.3664202885184156, 48.851104958297455], [2.366085328650078, 48.85066981124932], [2.365500792462146, 48.85015386198262], [2.3654088305324197, 48.85018184694699], [2.365384987716266, 48.85018866800348], [2.3653040936058396, 48.850212435157594], [2.3652521535159825, 48.85022930941962], [2.3651116536001253, 48.85027184902067], [2.365006066701019, 48.85030405309741], [2.3649805211395813, 48.850311365977085], [2.3649481187568266, 48.850241469695504], [2.364892775099479, 48.85026487843796], [2.3646797951121457, 48.85014788558062], [2.3645409341671546, 48.850071200295986], [2.3644685200636286, 48.85002850190292], [2.364448925842723, 48.85001803904653], [2.364420812062894, 48.85000195762462], [2.3643620314167646, 48.84997007528556], [2.3639883188456863, 48.850268964120865], [2.3639006386542207, 48.85034275416243], [2.3634869075349507, 48.85067172066963]]], ""type"": ""Polygon""}";48.85089790167924, 2.364803503509694
B;1229;3411.000041786414;393.9343692726827;"{""coordinates"": [[[2.37560224412361, 48.84794467244372], [2.3755553508278595, 48.84787541561553], [2.3755110181034356, 48.847811849764774], [2.375360965323311, 48.847593053495345], [2.37531151570532, 48.847519863804756], [2.3752902170033363, 48.847509052051514], [2.3740362447185466, 48.84810840218742], [2.3740030409532085, 48.84812134017251], [2.374065272934414, 48.84820689144154], [2.3741897262385496, 48.84836281897333], [2.3744919706353333, 48.84825438403572], [2.3743657944908314, 48.848073236150164], [2.374381118674985, 48.84806592447579], [2.374571810647107, 48.84797368523186], [2.3749370277051414, 48.84780811036385], [2.3751117190314464, 48.84795207539316], [2.375236141813419, 48.84806472379244], [2.375284709742802, 48.84809941374151], [2.3753222108959053, 48.848137198130104], [2.3753776004670333, 48.84818270513371], [2.375465279621679, 48.84813314517828], [2.375546999304717, 48.84808724051265], [2.3754387910511694, 48.84801821581117], [2.3754762461596206, 48.84799867136698], [2.375503485677044, 48.84798271418163], [2.375534980239902, 48.84796317278154], [2.37560224412361, 48.84794467244372]]], ""type"": ""Polygon""}";48.847924834191154, 2.3749086280029137
B;1074;3226.688445202571;276.9530836982839;"{""coordinates"": [[[2.3743858919217877, 48.8510207428828], [2.3743509362197535, 48.85097094276078], [2.3742111153608114, 48.85077265679781], [2.374067031977427, 48.850568541202335], [2.374005647615557, 48.85048207632465], [2.3739834868472913, 48.85045854749158], [2.3738956740369326, 48.850334363850045], [2.3737711954385565, 48.850149491354415], [2.373605223466554, 48.850285771385735], [2.373503938850796, 48.85037123553882], [2.373521831050422, 48.850380152789185], [2.37339075776808, 48.85049323651665], [2.3734998107232705, 48.850547860573904], [2.3735535262871026, 48.85063067465177], [2.3737794526726512, 48.85095075653083], [2.3739599670179024, 48.85089695211816], [2.3740673913306587, 48.85105063631408], [2.374099789387212, 48.85109755689719], [2.374164502918748, 48.851080393085034], [2.374235177190072, 48.851061189201396], [2.3743858919217877, 48.8510207428828]]], ""type"": ""Polygon""}";48.85065026854153, 2.3738735631838077
B;1112;341.00309615015;91.17610888058137;"{""coordinates"": [[[2.3730081628801125, 48.8502163409618], [2.3730814790800023, 48.85031797805536], [2.373199979559374, 48.85048339208472], [2.373329348410701, 48.85037030862952], [2.3732313707357906, 48.850317648155304], [2.3731998455366385, 48.8502987593491], [2.3731972809336987, 48.85028583388347], [2.373190445855499, 48.85025576593572], [2.373189582875996, 48.850241293500886], [2.373188709954621, 48.850211786506236], [2.3731912283004246, 48.85016092052147], [2.3731435463272708, 48.850175338285446], [2.373090755987288, 48.85019151448287], [2.3730626568652817, 48.850199813086775], [2.3730081628801125, 48.8502163409618]]], ""type"": ""Polygon""}";48.85031580698708, 2.3731647199055903
B;1117;10117.8134255909;410.1099828178128;"{""coordinates"": [[[2.287490034480102, 48.849441086354126], [2.287332669219321, 48.849252451959956], [2.2866953959496974, 48.84949687500272], [2.286340122326514, 48.84963294534911], [2.2863307268870434, 48.84965935666789], [2.2864328278473645, 48.849754177540305], [2.2864940890788077, 48.84981153283316], [2.286673616361775, 48.84997931284193], [2.287074370408377, 48.85035268681038], [2.28711095771274, 48.850386496007324], [2.2871714176765976, 48.85039474274127], [2.2874014525467614, 48.85030730366437], [2.2874636461231774, 48.85028344343832], [2.2880864443669204, 48.850043224769436], [2.28804390727308, 48.84999641614362], [2.288194706825084, 48.849938870995075], [2.2882220266387336, 48.84986939945704], [2.2877549968776885, 48.84933862742724], [2.287490034480102, 48.849441086354126]]], ""type"": ""Polygon""}";48.849808864133244, 2.287308216226741
B;1119;9708.69109739592;424.3257116112269;"{""coordinates"": [[[2.380743842292603, 48.85033100068063], [2.3809192752566015, 48.850322711749214], [2.3811858279527525, 48.850304552199745], [2.381253057096424, 48.8502457916715], [2.3812419453103413, 48.850200903225065], [2.3812657903288326, 48.85020026118823], [2.381198357468311, 48.85002830136251], [2.3811351589265426, 48.84982858862258], [2.3811061630396426, 48.84978504120957], [2.381071992679525, 48.84966681433361], [2.381091578434556, 48.849664488292674], [2.381066801711415, 48.849574359952484], [2.3810616767504817, 48.84955700828083], [2.3808181264175254, 48.84958070969534], [2.380732969975617, 48.84958896212559], [2.3804451389523473, 48.84961696542887], [2.3802893004629766, 48.849632129986375], [2.380172635162501, 48.84964341601634], [2.380105360685554, 48.849650045568886], [2.379899280127839, 48.84967014666743], [2.3795560958574784, 48.84970343783159], [2.37953312700013, 48.84973260259332], [2.379498247136017, 48.849776806634466], [2.379467618917242, 48.8498142650748], [2.379444649564944, 48.84984392086196], [2.3793400089787426, 48.84997484746762], [2.3791877260051364, 48.85016593008324], [2.3792243854849526, 48.850211582632035], [2.3792439810284547, 48.850220356769334], [2.3795455819067506, 48.85035471344998], [2.3798095826951613, 48.85033999994654], [2.3805103541652763, 48.8501780026672], [2.380743842292603, 48.85033100068063]]], ""type"": ""Polygon""}";48.84997888868383, 2.3802847996094783
B;1148;152.6479653210666;62.05613290141373;"{""coordinates"": [[[2.363437084703579, 48.84986870820062], [2.3636703375971115, 48.849684019787034], [2.363612408773663, 48.84965241859822], [2.363429367042502, 48.849767892544165], [2.363437084703579, 48.84986870820062]]], ""type"": ""Polygon""}";48.84974950394868, 2.3635317468500037
B;1156;4382.828047719768;428.8497274493454;"{""coordinates"": [[[2.293274102107845, 48.849769003379095], [2.293419774640824, 48.84972346295093], [2.293432570810957, 48.849697543346814], [2.293362806174532, 48.84961861967732], [2.29327432378076, 48.84951762835848], [2.293141599423569, 48.849366948410136], [2.2931160541843223, 48.849362864572186], [2.293040231868141, 48.849391710617176], [2.2930300244967663, 48.84937877952197], [2.2930104333182855, 48.849382214441384], [2.292990850084807, 48.84937672682629], [2.293059863258373, 48.84934211703423], [2.2932200254147097, 48.84928126625932], [2.293268585727044, 48.84926266739277], [2.2935735742023056, 48.849146860676925], [2.2937848491216557, 48.849066286607446], [2.2939262675468624, 48.84901259469277], [2.2939807912926806, 48.84899153859386], [2.2940676863681913, 48.848958550062115], [2.294120504577461, 48.848938546883026], [2.2940771143025795, 48.84888900038566], [2.2940175585675857, 48.848820900852864], [2.293936734729299, 48.84872735959966], [2.29392226315202, 48.848719063908604], [2.293670103293824, 48.848808615344886], [2.2936368780632823, 48.84882110830477], [2.293597690655447, 48.84883612833893], [2.293555946217446, 48.848851990354994], [2.2935278335867024, 48.84886279928606], [2.293446049227596, 48.84889403237535], [2.2934119727390723, 48.84890708684412], [2.29336426559352, 48.848925405713416], [2.293187065322384, 48.848993064046695], [2.2930916504125958, 48.84902942008152], [2.2930507588645983, 48.84904507201191], [2.2930047550119608, 48.84906247805505], [2.2928897443044374, 48.84910641398059], [2.2928301096088806, 48.849129083410126], [2.2927943295209148, 48.8491426294772], [2.2927031730315814, 48.84917765143433], [2.2926460943918214, 48.84919933848873], [2.2925293792406696, 48.84924390613424], [2.292449298478769, 48.84927443631675], [2.292424592664054, 48.84928391069389], [2.2923581415269996, 48.84930945800685], [2.2926271312558764, 48.849453868380365], [2.292694366117131, 48.84950391609428], [2.2929507979576713, 48.849405516175146], [2.2929635595286615, 48.84942062623772], [2.293074169238105, 48.849537714927784], [2.293111604192757, 48.8495796017809], [2.293198382144205, 48.84968255994552], [2.293274102107845, 48.849769003379095]]], ""type"": ""Polygon""}";48.84918109503651, 2.2932531479977176
B;1169;6875.940434618222;328.5494977230243;"{""coordinates"": [[[2.3512004742825496, 48.84943050918654], [2.3511936568512244, 48.849415264988636], [2.3511612440790968, 48.84923674939232], [2.3511765263459603, 48.84906946817265], [2.351128789236178, 48.84891224173747], [2.3510980931212973, 48.84877637029772], [2.351106601989256, 48.84875360693895], [2.3510026633594086, 48.84861142221903], [2.350975401310387, 48.848574612014794], [2.3508970217679153, 48.848467059796555], [2.350827185717032, 48.8484579355341], [2.350530012973289, 48.84861871796779], [2.350500208882592, 48.84863052482832], [2.350474665093632, 48.84864907481134], [2.350404841001289, 48.848681612218435], [2.3503128796652493, 48.848736422483896], [2.3499867510801047, 48.84891097735492], [2.349962055787556, 48.848922220957604], [2.349949288330043, 48.8489450555291], [2.349952698588391, 48.84895952853253], [2.3499867750123657, 48.8490049801354], [2.3499918889151052, 48.84901790650412], [2.35001574126422, 48.84904453026089], [2.3500370375518593, 48.84906314573791], [2.350099226653391, 48.84914154329134], [2.3501247838785706, 48.84917308587552], [2.350129045729947, 48.849185169406965], [2.350186123473428, 48.84925176475596], [2.350254279119335, 48.84934393230011], [2.3502679081358937, 48.84935517093407], [2.3503556549442903, 48.84946307382696], [2.3509381722764893, 48.84944066033389], [2.3510710262357324, 48.84943551447545], [2.3512004742825496, 48.84943050918654]]], ""type"": ""Polygon""}";48.84902317479006, 2.3506525606582516
B;1247;5113.103228828344;436.6263130242461;"{""coordinates"": [[[2.3677358202748926, 48.84786342364021], [2.367746904978414, 48.847886744981466], [2.367787788131615, 48.847893759262845], [2.367807365390936, 48.84787977338904], [2.367899298727059, 48.847813707633264], [2.3678447706279893, 48.847773465603666], [2.368087373997441, 48.84760302850925], [2.3682422991890704, 48.84749394885931], [2.3683708347326355, 48.84740391476844], [2.3685095872619653, 48.847310506113445], [2.3684439840921887, 48.84726289140841], [2.368357080672448, 48.847199333724085], [2.3685409436594895, 48.847068185111254], [2.368554562782127, 48.847058696823844], [2.368677137210591, 48.846971404533065], [2.3687239537162132, 48.84693773859978], [2.36878779554583, 48.84689303742215], [2.3688141805271092, 48.846870689091354], [2.3688933466077993, 48.846818466432644], [2.368938458628952, 48.84678430936529], [2.3689563342186055, 48.84677102570931], [2.368708428907834, 48.846629390179125], [2.3684000421106393, 48.84645489066346], [2.368453654866936, 48.8463960723841], [2.368323315700595, 48.84632304261788], [2.368254370146118, 48.84637399683545], [2.3681981450361014, 48.846342327621194], [2.368048785271839, 48.84717511110952], [2.367897430089153, 48.84754568220005], [2.3677358202748926, 48.84786342364021]]], ""type"": ""Polygon""}";48.846997162641756, 2.368317061285365
B;1176;271.57489948762617;75.15005303367556;"{""coordinates"": [[[2.35222498697749, 48.84939088934557], [2.3524072361209214, 48.84938397868002], [2.352647395229159, 48.84937474146811], [2.3526678276010164, 48.8493512025274], [2.3526345992412288, 48.84930540015948], [2.352541762276566, 48.84927920857108], [2.352400393791937, 48.84928934457487], [2.3522709605199785, 48.849341000890334], [2.35222498697749, 48.84939088934557]]], ""type"": ""Polygon""}";48.84933970253652, 2.352462348387041
B;1179;3708.675257316968;323.09594644314;"{""coordinates"": [[[2.363829614998292, 48.848139267215934], [2.363772576743975, 48.848177500457496], [2.3636440313638185, 48.848269425389965], [2.363598057481301, 48.84829543128085], [2.3635750722401125, 48.84831208741599], [2.3632413545745217, 48.84853593070086], [2.363203896676991, 48.84856109139656], [2.3630157529853513, 48.848687946889626], [2.36298765966, 48.84870685198361], [2.3627986642109873, 48.84883384828505], [2.3627654616379337, 48.84885633792958], [2.3627569581112065, 48.84888142065747], [2.362944371645482, 48.84898395064884], [2.3631045239375155, 48.84907180341954], [2.363225491395529, 48.84913823790468], [2.3633396438260266, 48.84920045758886], [2.3635389844012686, 48.84930972869148], [2.363488616655422, 48.84908175996538], [2.3636407832690853, 48.84856632713929], [2.3638415441963736, 48.848153105197156], [2.363829614998292, 48.848139267215934]]], ""type"": ""Polygon""}";48.848767217166255, 2.3633289443634258
B;1291;20671.42546018297;2008.812009449601;"{""coordinates"": [[[2.277198204050315, 48.84638180445645], [2.277166721779212, 48.84635972725583], [2.2771062797305026, 48.84634199078391], [2.277033123027793, 48.846275209615484], [2.2769556970931735, 48.84621826235584], [2.2769130946552387, 48.84623720905575], [2.27672509542748, 48.846071446187004], [2.2767225577155816, 48.8460575347231], [2.276468260997174, 48.84578761776769], [2.275611028647366, 48.84484713809106], [2.275434143155871, 48.844653698308136], [2.2748915895567134, 48.84405847893356], [2.2730990476051463, 48.84209032780564], [2.2716909661298565, 48.84054348197699], [2.271554013428284, 48.840439073677885], [2.2715446674796413, 48.84042262840408], [2.271516593708547, 48.8404041354304], [2.2714987388640306, 48.840383399592454], [2.271440993884119, 48.84026526611023], [2.2714010814568075, 48.840183605529724], [2.2713891940641195, 48.840158517979155], [2.2714062287975425, 48.84015438209407], [2.271393486877362, 48.84013126076293], [2.2713781742006756, 48.84012127619481], [2.2714216132685148, 48.84011069164643], [2.2717350747410032, 48.84002220810202], [2.2719863546485835, 48.83995097121877], [2.2718817744369937, 48.83983477880583], [2.271835778391882, 48.8398478904835], [2.271627940366337, 48.839906786873065], [2.271486794254867, 48.839754812947895], [2.2712746270186557, 48.83986773286557], [2.270829465550406, 48.83974663658887], [2.2708600732112503, 48.839780306810766], [2.2708906780021647, 48.83981671739497], [2.270902579124173, 48.83983154774187], [2.2709433813256603, 48.839883420423526], [2.2709867324715765, 48.83993950959236], [2.2710232757003945, 48.8399926441866], [2.271058114605129, 48.84004655083513], [2.2710768078346555, 48.8400764897389], [2.27111419366612, 48.840137001588694], [2.2711277985503426, 48.84015092043274], [2.27114651550083, 48.84016231260755], [2.2711635384385063, 48.84016808327301], [2.2711728778688927, 48.84018839314512], [2.2712331647536126, 48.84031587144457], [2.270926545885709, 48.840378644542504], [2.2708780021031107, 48.8403853610739], [2.271060949623061, 48.84047757165717], [2.2712857952457517, 48.8404384284588], [2.2714140785420707, 48.8406597377154], [2.271476968671948, 48.840750684807546], [2.2715449688504727, 48.84084170524651], [2.271594276603011, 48.84090123992997], [2.271665694709588, 48.84098326939266], [2.2720993683647412, 48.84143610476713], [2.2730381549421392, 48.84242927861627], [2.274175063388381, 48.843678706495496], [2.2744250984458962, 48.84393260694378], [2.274630907842335, 48.84414383880108], [2.2749532284174023, 48.84447976610705], [2.275668442077492, 48.84524713521651], [2.2758759460284246, 48.8454752263337], [2.2759354757013543, 48.84554038518247], [2.276006918814678, 48.845613419906606], [2.276120893031616, 48.84572581913112], [2.2763080380397334, 48.84589095009415], [2.2763948100466678, 48.84596511605239], [2.276552196579042, 48.846093205131936], [2.2764908369377497, 48.846131391737345], [2.2765112539477164, 48.846148264122945], [2.2764907948902136, 48.846165044001374], [2.2762616022621796, 48.846260400837956], [2.276421518580436, 48.84641027093448], [2.2766370841081613, 48.84631673356994], [2.2766489911251626, 48.84632910530563], [2.2766660373749765, 48.846317872749175], [2.2766881604296554, 48.84633249800487], [2.2767834367022286, 48.84641678527056], [2.2768516091959743, 48.84637972524072], [2.2770966318965966, 48.8465753055785], [2.2771459766665116, 48.846614253116165], [2.277146112640111, 48.84650149313884], [2.277198204050315, 48.84638180445645]]], ""type"": ""Polygon""}";48.84292992071815, 2.273720100230589
B;1308;8218.266351107199;478.54720913436137;"{""coordinates"": [[[2.380147043322272, 48.84566427595252], [2.3801384125731992, 48.8455317064094], [2.3804192207625117, 48.84528907535681], [2.380386650077611, 48.84504733735879], [2.3799261446101307, 48.84526924137183], [2.3798674096864434, 48.84529764712962], [2.37984783039037, 48.84530425844425], [2.378952343328471, 48.84573814445047], [2.3789344662320535, 48.845744824707836], [2.378038111498542, 48.84617877392073], [2.3780066141250287, 48.846191641856024], [2.378187173679476, 48.8462208031777], [2.378244235723179, 48.84622724505118], [2.3783336603955965, 48.84623761078204], [2.3783830580044767, 48.846243213233834], [2.378768862986656, 48.84628733139199], [2.37904906297624, 48.846319404647005], [2.37919374528115, 48.84621719890439], [2.3792141722928335, 48.84620271822728], [2.3792311931117296, 48.84619048715198], [2.3793256628009924, 48.84612370898024], [2.3794490675028004, 48.84603661594625], [2.3796218598127505, 48.84594458600243], [2.3797886934819505, 48.84585557823246], [2.3799546753491767, 48.84576699300578], [2.380122359311398, 48.84567777422265], [2.380147043322272, 48.84566427595252]]], ""type"": ""Polygon""}";48.845791615434095, 2.3793445468215837
B;1349;1201.9480954639334;156.18134253772456;"{""coordinates"": [[[2.2783279537630103, 48.84519984110344], [2.278024302031565, 48.84489709310053], [2.2779578901511495, 48.844888909161405], [2.277736354390216, 48.84499635673165], [2.2777116420636294, 48.845010675664454], [2.2776579687225387, 48.84503193552868], [2.2776324019682592, 48.84504822159965], [2.277574475241719, 48.845064701684805], [2.2775463597720944, 48.84507670124836], [2.2774526446254035, 48.84511283398128], [2.27748584251461, 48.845123951907134], [2.277695286325109, 48.84515883680393], [2.2781039643359424, 48.84522192723459], [2.2783279537630103, 48.84519984110344]]], ""type"": ""Polygon""}";48.84508014841214, 2.2779321657082927
