Type d'établissement - Année scolaire;Libellé établissement;Adresse;Arrondissement;Code INSEE;Année scolaire;Type établissement;created_user;created_date;last_edited_user;last_edited_date;geo_shape;geo_point_2d
ELEMENTAIRES (année scolaire 2022/2023);CHARLES HERMITE (4) ELEM;4 RUE CHARLES HERMITE;18ème Ardt;75118;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3686660481548145, 48.89989353303013], ""type"": ""Point""}";48.89989353303013, 2.3686660481548145
ELEMENTAIRES (année scolaire 2022/2023);MONTEMPOIVRE (16) POLY;16 RUE DE MONTEMPOIVRE;12ème Ardt;75112;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.407014351230721, 48.840138661603454], ""type"": ""Point""}";48.840138661603454, 2.407014351230721
ELEMENTAIRES (année scolaire 2022/2023);CHARLES BAUDELAIRE (8) ELEM;8 RUE CHARLES BAUDELAIRE;12ème Ardt;75112;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3764664925550947, 48.84883039534485], ""type"": ""Point""}";48.84883039534485, 2.3764664925550947
ELEMENTAIRES (année scolaire 2022/2023);VANDREZANNE (38) ELEM;38 RUE VANDREZANNE;13ème Ardt;75113;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3531768485012243, 48.827838772043535], ""type"": ""Point""}";48.827838772043535, 2.3531768485012243
ELEMENTAIRES (année scolaire 2022/2023);RENARD (16) ELEM;16 RUE DU RENARD;4ème Ardt;75104;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3524903048533665, 48.85911493354362], ""type"": ""Point""}";48.85911493354362, 2.3524903048533665
ELEMENTAIRES (année scolaire 2022/2023);MILTON (5) POLY;5 RUE MILTON;9ème Ardt;75109;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.340562813126252, 48.87734792111272], ""type"": ""Point""}";48.87734792111272, 2.340562813126252
ELEMENTAIRES (année scolaire 2022/2023);ST JACQUES (250 B) ELEM;250 bis RUE SAINT JACQUES;5ème Ardt;75105;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3416321034164453, 48.84377707722694], ""type"": ""Point""}";48.84377707722694, 2.3416321034164453
ELEMENTAIRES (année scolaire 2022/2023);MIOLLIS (33 BIS) ELEM;33 bis RUE MIOLLIS;15ème Ardt;75115;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3023472724059744, 48.84538458709622], ""type"": ""Point""}";48.84538458709622, 2.3023472724059744
ELEMENTAIRES (année scolaire 2022/2023);ARBALETE (41) ELEM;41 RUE DE L'ARBALETE;5ème Ardt;75105;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3464852491451595, 48.8394017671965], ""type"": ""Point""}";48.8394017671965, 2.3464852491451595
ELEMENTAIRES (année scolaire 2022/2023);BEAUREGARD (5) POLY;5 RUE BEAUREGARD;2ème Ardt;75102;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.3483376284291317, 48.86927024119969], ""type"": ""Point""}";48.86927024119969, 2.3483376284291317
ELEMENTAIRES (année scolaire 2022/2023);ST OUEN (23) ELEM;23 AVENUE DE SAINT OUEN;17ème Ardt;75117;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3259283574306444, 48.889053645118366], ""type"": ""Point""}";48.889053645118366, 2.3259283574306444
ELEMENTAIRES (année scolaire 2022/2023);HIPPOLYTE MAINDRON (48) ELEM;48 RUE HIPPOLYTE MAINDRON;14ème Ardt;75114;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.320559194450543, 48.83040457696267], ""type"": ""Point""}";48.83040457696267, 2.320559194450543
ELEMENTAIRES (année scolaire 2022/2023);ST MERRI (11) POLY;11 RUE SAINT MERRI;4ème Ardt;75104;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.352953080890981, 48.8593047674744], ""type"": ""Point""}";48.8593047674744, 2.352953080890981
ELEMENTAIRES (année scolaire 2022/2023);ARAGO (30) ELEM;30 BOULEVARD ARAGO;13ème Ardt;75113;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3474585187845385, 48.83560045283759], ""type"": ""Point""}";48.83560045283759, 2.3474585187845385
ELEMENTAIRES (année scolaire 2022/2023);FLORENCE (4) ELEM;4 RUE DE FLORENCE;8ème Ardt;75108;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.325599930184956, 48.88229243303906], ""type"": ""Point""}";48.88229243303906, 2.325599930184956
ELEMENTAIRES (année scolaire 2022/2023);CUGNOT (30) POLY;30 RUE CUGNOT;18ème Ardt;75118;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.3645871569749612, 48.892715722912946], ""type"": ""Point""}";48.892715722912946, 2.3645871569749612
ELEMENTAIRES (année scolaire 2022/2023);SIMON BOLIVAR (119) ELEM A;119 AVENUE SIMON BOLIVAR (EC.B;19ème Ardt;75119;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.374187395474631, 48.87983801495678], ""type"": ""Point""}";48.87983801495678, 2.374187395474631
ELEMENTAIRES (année scolaire 2022/2023);ST MARTIN (211) POLY;211 RUE SAINT MARTIN;3ème Ardt;75103;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.3528123089676223, 48.86407166494785], ""type"": ""Point""}";48.86407166494785, 2.3528123089676223
ELEMENTAIRES (année scolaire 2022/2023);KELLER (4) ELEM;4 RUE KELLER;11ème Ardt;75111;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.376856491618321, 48.85362018914469], ""type"": ""Point""}";48.85362018914469, 2.376856491618321
ELEMENTAIRES (année scolaire 2022/2023);ARAGO (87) ELEM;87 BOULEVARD ARAGO;14ème Ardt;75114;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.335684623235041, 48.83435989215087], ""type"": ""Point""}";48.83435989215087, 2.335684623235041
ELEMENTAIRES (année scolaire 2022/2023);CHAT.DES RENTIERS (173) ELEM;173 RUE CHATEAU DES RENTIERS;13ème Ardt;75113;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.36180629302491, 48.83038656153507], ""type"": ""Point""}";48.83038656153507, 2.36180629302491
ELEMENTAIRES (année scolaire 2022/2023);LAUGIER (16) ELEM;16 RUE LAUGIER;17ème Ardt;75117;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.29683196052162, 48.88025971883633], ""type"": ""Point""}";48.88025971883633, 2.29683196052162
ELEMENTAIRES (année scolaire 2022/2023);CHAMPERRET (7) ELEM;7 AVENUE DE LA PTE CHAMPERRET;17ème Ardt;75117;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.286964097530639, 48.886092219404], ""type"": ""Point""}";48.886092219404, 2.286964097530639
ELEMENTAIRES (année scolaire 2022/2023);MICHEL ANGE (51) ELEM;51 RUE MICHEL ANGE;16ème Ardt;75116;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.261070247176204, 48.84402438713324], ""type"": ""Point""}";48.84402438713324, 2.261070247176204
ELEMENTAIRES (année scolaire 2022/2023);ORAN (18) ELEM;18 RUE D'ORAN;18ème Ardt;75118;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.353029211880464, 48.88904593860851], ""type"": ""Point""}";48.88904593860851, 2.353029211880464
ELEMENTAIRES (année scolaire 2022/2023);ALEXANDRE DUMAS (39) ELEM;39 RUE ALEXANDRE DUMAS;11ème Ardt;75111;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.393254262343635, 48.8537486681614], ""type"": ""Point""}";48.8537486681614, 2.393254262343635
ELEMENTAIRES (année scolaire 2022/2023);GUTENBERG (50) ELEM;50 RUE GUTENBERG;15ème Ardt;75115;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.2798377959842973, 48.842730877018894], ""type"": ""Point""}";48.842730877018894, 2.2798377959842973
ELEMENTAIRES (année scolaire 2022/2023);ETIENNE DOLET (31) ELEM;31 RUE ETIENNE DOLET;20ème Ardt;75120;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3853632373377347, 48.86814996343167], ""type"": ""Point""}";48.86814996343167, 2.3853632373377347
ELEMENTAIRES (année scolaire 2022/2023);BRECHE AUX LOUPS (18) ELEM;18 RUE DE LA BRECHE AUX LOUPS;12ème Ardt;75112;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.394091328021627, 48.83746315942699], ""type"": ""Point""}";48.83746315942699, 2.394091328021627
ELEMENTAIRES (année scolaire 2022/2023);POISSONNIERS (142) POLY;142 RUE DES POISSONNIERS;18ème Ardt;75118;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.3530219082435435, 48.896813673292016], ""type"": ""Point""}";48.896813673292016, 2.3530219082435435
ELEMENTAIRES (année scolaire 2022/2023);SIBELLE (13) POLY;13 AVENUE DE LA SIBELLE;14ème Ardt;75114;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.338465797187959, 48.825976518289444], ""type"": ""Point""}";48.825976518289444, 2.338465797187959
ELEMENTAIRES (année scolaire 2022/2023);TURGOT (15) ELEM;15 RUE TURGOT;9ème Ardt;75109;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.345147048298475, 48.88050057618935], ""type"": ""Point""}";48.88050057618935, 2.345147048298475
ELEMENTAIRES (année scolaire 2022/2023);FOREST (14) POLY;14 RUE FOREST;18ème Ardt;75118;2022-2023;Polyvalent;;;;;"{""coordinates"": [2.3290873902091733, 48.885733364741284], ""type"": ""Point""}";48.885733364741284, 2.3290873902091733
ELEMENTAIRES (année scolaire 2022/2023);FERDINAND FLOCON (5) ELEM;5 RUE FERDINAND FLOCON;18ème Ardt;75118;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3458796699567097, 48.891647996030606], ""type"": ""Point""}";48.891647996030606, 2.3458796699567097
ELEMENTAIRES (année scolaire 2022/2023);LA FONTAINE (41B) ELEM;41 bis RUE JEAN DE LA FONTAINE;16ème Ardt;75116;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.2703807160167, 48.85017170540044], ""type"": ""Point""}";48.85017170540044, 2.2703807160167
ELEMENTAIRES (année scolaire 2022/2023);EUGENIE COTTON (16) ELEM A;16 RUE EUGENIE COTTON (ECOLE A;19ème Ardt;75119;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3945249391432957, 48.87874197496205], ""type"": ""Point""}";48.87874197496205, 2.3945249391432957
ELEMENTAIRES (année scolaire 2022/2023);VAUVENARGUES (50) ELEM;50 RUE VAUVENARGUES;18ème Ardt;75118;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.331632220240775, 48.895321103349815], ""type"": ""Point""}";48.895321103349815, 2.331632220240775
ELEMENTAIRES (année scolaire 2022/2023);REUILLY (27) ELEM;27 RUE DE REUILLY;12ème Ardt;75112;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3864250336308817, 48.84795893066709], ""type"": ""Point""}";48.84795893066709, 2.3864250336308817
ELEMENTAIRES (année scolaire 2022/2023);RIBLETTE (14) ELEM B;14 RUE RIBLETTE;20ème Ardt;75120;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.4059821312439307, 48.859968853223876], ""type"": ""Point""}";48.859968853223876, 2.4059821312439307
ELEMENTAIRES (année scolaire 2022/2023);ST BERNARD (31) ELEM;31 RUE SAINT BERNARD;11ème Ardt;75111;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3808836576778427, 48.85270349257682], ""type"": ""Point""}";48.85270349257682, 2.3808836576778427
ELEMENTAIRES (année scolaire 2022/2023);BELLEVILLE (104) ELEM;104 RUE DE BELLEVILLE;20ème Ardt;75120;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.386640944554726, 48.874457976184885], ""type"": ""Point""}";48.874457976184885, 2.386640944554726
ELEMENTAIRES (année scolaire 2022/2023);SERVAN (29) ELEM B;29 RUE SERVAN;11ème Ardt;75111;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.382979549055326, 48.86075053788084], ""type"": ""Point""}";48.86075053788084, 2.382979549055326
ELEMENTAIRES (année scolaire 2022/2023);ALESIA (3) ELEM;3 RUE D'ALESIA;14ème Ardt;75114;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3403547178238604, 48.82655422621689], ""type"": ""Point""}";48.82655422621689, 2.3403547178238604
ELEMENTAIRES (année scolaire 2022/2023);GUSTAVE ROUANET (7) ELEM;7 RUE GUSTAVE ROUANET;18ème Ardt;75118;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3403163219867738, 48.896314757756535], ""type"": ""Point""}";48.896314757756535, 2.3403163219867738
ELEMENTAIRES (année scolaire 2022/2023);CHERNOVIZ (8) ELEM;8 RUE CHERNOVIZ;16ème Ardt;75116;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.2819172941522194, 48.85737009298764], ""type"": ""Point""}";48.85737009298764, 2.2819172941522194
ELEMENTAIRES (année scolaire 2022/2023);OURCQ (105B) ELEM A;105 bis RUE DE L'OURCQ (ECOLE B);19ème Ardt;75119;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3750753793415953, 48.893558392617535], ""type"": ""Point""}";48.893558392617535, 2.3750753793415953
ELEMENTAIRES (année scolaire 2022/2023);GENERAL LASALLE (1) ELEM;1 RUE DU GENERAL LASALLE;19ème Ardt;75119;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.381214745951107, 48.87425637487898], ""type"": ""Point""}";48.87425637487898, 2.381214745951107
ELEMENTAIRES (année scolaire 2022/2023);MOUSSY (9) ELEM;9 RUE DE MOUSSY;4ème Ardt;75104;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.355614517489312, 48.85773889422884], ""type"": ""Point""}";48.85773889422884, 2.355614517489312
ELEMENTAIRES (année scolaire 2022/2023);BESSIERES (92) ELEM;92 BOULEVARD BESSIERES;17ème Ardt;75117;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.318990564141351, 48.8966040384689], ""type"": ""Point""}";48.8966040384689, 2.318990564141351
ELEMENTAIRES (année scolaire 2022/2023);PIERRE GOURDAULT (11) ELEM;11 RUE PIERRE GOURDAULT;13ème Ardt;75113;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.3708054996786063, 48.831268625458605], ""type"": ""Point""}";48.831268625458605, 2.3708054996786063
ELEMENTAIRES (année scolaire 2022/2023);PEREIRE (221) ELEM;221 BOULEVARD PEREIRE;17ème Ardt;75117;2022-2023;Elémentaire;;;;;"{""coordinates"": [2.2892896889989873, 48.88056489268451], ""type"": ""Point""}";48.88056489268451, 2.2892896889989873
