N_SQ_CA;NUMEVP;TEXTE;ST_AREA(SHAPE);ST_PERIMETER(SHAPE);GEO_SHAPE;GEO_POINT_2D
13;102;13-102;1217.4068851056688;269.3116647819811;"{""coordinates"": [[[2.3638391370031053, 48.829473700256116], [2.363779246015845, 48.82939263155358], [2.3637630126147835, 48.82939373506446], [2.3636527284296873, 48.829522994248094], [2.3635624728089555, 48.829488871177986], [2.36368923112719, 48.82933020391779], [2.363600678184005, 48.829296783344], [2.3634432879363083, 48.82948419239723], [2.363183594629513, 48.82939460757557], [2.3631035573042958, 48.829366523882875], [2.3632167065327816, 48.82922661837942], [2.3631792408786216, 48.829209835365276], [2.363236237448992, 48.829133313567596], [2.3631459829179513, 48.82909940152459], [2.363005587871072, 48.829232638715986], [2.3629936870847836, 48.82926411631284], [2.362997137495029, 48.82935130274041], [2.363032064319729, 48.829397382824325], [2.363369320516955, 48.829666032117], [2.363795729744898, 48.8294913452726], [2.3638391370031053, 48.829473700256116]]], ""type"": ""Polygon""}";48.82942522594949, 2.363346104989021
14;10;14-oct;1200.9371421324126;143.99084454357276;"{""coordinates"": [[[2.341400823507072, 48.822572488051826], [2.341601666315436, 48.82219281736103], [2.3413912095087617, 48.82215892008018], [2.341223668220095, 48.82213049235336], [2.3410715479144457, 48.822532632119525], [2.341400823507072, 48.822572488051826]]], ""type"": ""Polygon""}";48.82235205643203, 2.3413255502339543
19;21;19-21;1190.0418466621554;170.2082867911348;"{""coordinates"": [[[2.3706215826801134, 48.887580375448756], [2.3709485395970242, 48.88814364768744], [2.3712019794678287, 48.88807240525509], [2.370807277951899, 48.88752098424598], [2.3706215826801134, 48.887580375448756]]], ""type"": ""Polygon""}";48.887842662064216, 2.3709037337099454
14;16;14-16;97.66903332748491;39.56986617893995;"{""coordinates"": [[[2.334461210961033, 48.82717276131002], [2.334481232289083, 48.82717114232907], [2.3345555933196582, 48.82716534232935], [2.334536202778226, 48.82707304383445], [2.3345318455964184, 48.82707344139645], [2.334405204819077, 48.827085010423986], [2.3344105697558235, 48.82710533111901], [2.334429808064157, 48.82717528737266], [2.334461210961033, 48.82717276131002]]], ""type"": ""Polygon""}";48.82712430417091, 2.334481756896467
17;13;17-13;680.0609002282938;176.5783215909796;"{""coordinates"": [[[2.32041092574555, 48.89805910907139], [2.3205148868616656, 48.89810188967177], [2.320996947362818, 48.897549281634056], [2.3209720007440633, 48.897419522882984], [2.32041092574555, 48.89805910907139]]], ""type"": ""Polygon""}";48.89778241357208, 2.3207219861026567
18;28;18-28B;327.9335072807135;83.58622704589787;"{""coordinates"": [[[2.337006273714823, 48.889882459394045], [2.33703701296618, 48.88998310852308], [2.3370419762593655, 48.88998243452889], [2.3371936923008483, 48.8899619181364], [2.3372320477698443, 48.889956578903046], [2.3373445562570643, 48.88994126193764], [2.3373854678922763, 48.88993578211714], [2.3374562108390537, 48.88992552375424], [2.3374377579369123, 48.88986726767102], [2.3373574698202293, 48.88986423602974], [2.33724261987248, 48.88985994374556], [2.337135036674112, 48.889855835470634], [2.3370575076149094, 48.88985290703542], [2.3370522043590585, 48.88987803360702], [2.337006273714823, 48.889882459394045]]], ""type"": ""Polygon""}";48.8899097074503, 2.3372109215577965
18;83;18-83;572.0170092531541;132.03896967992955;"{""coordinates"": [[[2.3389324222691097, 48.88840782252317], [2.338990862879057, 48.888400368679626], [2.338995224764365, 48.88841568670571], [2.339042116301147, 48.88840882558931], [2.339176772794571, 48.88837704647616], [2.3391742561173503, 48.888368061804826], [2.3391903535910488, 48.888363150389004], [2.3391993470019017, 48.8883809302437], [2.339266135276856, 48.88836314860269], [2.339262445596826, 48.88835664769552], [2.3392539225988864, 48.88835875545004], [2.3392513657421126, 48.888355945334446], [2.339249660716375, 48.88835285393361], [2.3392488083545016, 48.88834920066228], [2.3392488089760057, 48.88834624997537], [2.339249660064417, 48.88834301799574], [2.3392513644382062, 48.88833992742237], [2.339264149518256, 48.888337256826105], [2.3392642012343448, 48.888335760632096], [2.3392650527380616, 48.888332388359686], [2.339265905188929, 48.88832915638743], [2.339268461505839, 48.888326205413954], [2.3392710183419063, 48.88832353593247], [2.339275280407421, 48.888321147457205], [2.3392838035055155, 48.88831763405424], [2.339288916460017, 48.88831665052512], [2.3392931785316473, 48.88831608858145], [2.3392982926507835, 48.888316088022236], [2.3393034060289453, 48.88831679073212], [2.339308519521992, 48.88831791432727], [2.339312782132786, 48.888319459507976], [2.3393170430556434, 48.88832156765765], [2.339329977589868, 48.88831593100071], [2.339341064727492, 48.888324765105345], [2.339349402098834, 48.88833427741793], [2.339352263008617, 48.88834074766938], [2.3394093999343766, 48.888325644851264], [2.3393965267805594, 48.8883055898947], [2.3393912071463516, 48.888306955401276], [2.339371882801902, 48.8882724369532], [2.3393519210839586, 48.88823677733595], [2.339335942715169, 48.88821381839957], [2.339311721682218, 48.88822053312768], [2.3392677312748473, 48.88816472099552], [2.3391789354297883, 48.888207821336195], [2.3391201275465026, 48.888225105582656], [2.3390434211868163, 48.88824801071879], [2.339057922256215, 48.88829333498685], [2.339005704246989, 48.88830081871753], [2.3389931357780234, 48.88826332835441], [2.3388696352102727, 48.8883000351173], [2.3389133011835783, 48.888427673010476], [2.3389371035615882, 48.88842419092951], [2.3389324222691097, 48.88840782252317]]], ""type"": ""Polygon""}";48.888305463594584, 2.339133069905088
14;103;14-103;130.04501974225508;46.9299551344839;"{""coordinates"": [[[2.3323695811656466, 48.83115033446218], [2.3323484666807155, 48.83117985095445], [2.3323370163887933, 48.831196688961406], [2.332336935850866, 48.83119680812851], [2.3323636682224014, 48.831233781306636], [2.332382098891037, 48.83125927080462], [2.3323822342991614, 48.83125922839052], [2.332577350714791, 48.83120211982261], [2.332557581719051, 48.831169647344076], [2.3323695811656466, 48.83115033446218]]], ""type"": ""Polygon""}";48.83119829639197, 2.3324430582665108
16;39;16-39;69.89085671646548;35.82886410092214;"{""coordinates"": [[[2.2684489508726973, 48.856392876271], [2.268296280412042, 48.8564318590951], [2.2683197259087975, 48.856472219122544], [2.268424835572168, 48.85645797198442], [2.2684823875947773, 48.8564501693353], [2.2684489508726973, 48.856392876271]]], ""type"": ""Polygon""}";48.85643590109976, 2.268391400642634
14;73;14-73;252.37864173263955;95.69674072953123;"{""coordinates"": [[[2.3159851775143108, 48.82711370713834], [2.3159068844688884, 48.82705826141456], [2.3158077848697785, 48.827121013435], [2.3156072747023657, 48.82698036352698], [2.31554853263488, 48.826993139382786], [2.3155519362184878, 48.82699763596884], [2.315551934647148, 48.82700086832632], [2.3155530682981462, 48.82704255291455], [2.315586583106304, 48.82705157032484], [2.3156019788240663, 48.827041671734335], [2.315651242149679, 48.827075242346346], [2.3156659713464003, 48.82707388492853], [2.3157068625545807, 48.82712335808466], [2.315757019791217, 48.827159613012945], [2.31582680169752, 48.827209788347815], [2.3159851775143108, 48.82711370713834]]], ""type"": ""Polygon""}";48.82709954680316, 2.3157732788178493
19;1;19-janv;387.8729277371945;155.42965215777454;"{""coordinates"": [[[2.3909638963707582, 48.882696683332476], [2.3910083028008, 48.88278082896005], [2.390954703326079, 48.88286291301688], [2.3909410926983603, 48.882885683068665], [2.3909487640519433, 48.882887927241654], [2.3909283455188204, 48.882919271009854], [2.391034048950072, 48.882946198530114], [2.391125086173956, 48.88280873457248], [2.391050913960792, 48.882781089764634], [2.391064529727011, 48.88276323814053], [2.3910781410680824, 48.88274074956539], [2.3910943088630257, 48.88271910316905], [2.391112186952432, 48.882702092502626], [2.3911334874229953, 48.88269688401129], [2.3911539335092438, 48.88269069090557], [2.3911820498865684, 48.882685197806026], [2.391208467534612, 48.882684341982156], [2.391228923294886, 48.88268700188195], [2.391330366464059, 48.88271393176727], [2.391511933951802, 48.88275627857089], [2.3915647840492817, 48.88276847762628], [2.3915834952696784, 48.882734184274156], [2.3912339952150705, 48.88264821813896], [2.391213539153555, 48.882646401806525], [2.3911794533278803, 48.88264824476915], [2.3909638963707582, 48.882696683332476]]], ""type"": ""Polygon""}";48.88276726366142, 2.391152512604162
17;29;17-29;947.5196113837305;126.90148966088837;"{""coordinates"": [[[2.307268325437866, 48.88691133865373], [2.3072163564978596, 48.88687647848659], [2.3072075957141625, 48.886870342024324], [2.3069844464752323, 48.88702409709013], [2.3070713411872683, 48.8870894570333], [2.3070142127748725, 48.88713117461295], [2.3071351946417917, 48.88720286701555], [2.3071752527325566, 48.88720105013582], [2.3072894183886428, 48.8872695085129], [2.3075349845898363, 48.887090137420294], [2.3073969688646674, 48.88699736459961], [2.3073160348741553, 48.886942966241975], [2.307268325437866, 48.88691133865373]]], ""type"": ""Polygon""}";48.88707369832294, 2.307246134984582
18;118;18-118;71.37670558257992;34.48907514128857;"{""coordinates"": [[[2.338450201884796, 48.88666586479201], [2.338321295060509, 48.8866864557732], [2.3383238016397705, 48.886691495069876], [2.3383280632287726, 48.886701049698075], [2.3383630081484785, 48.886767089797736], [2.33846698489618, 48.88671762750841], [2.3384618711186227, 48.88670301485329], [2.338450201884796, 48.88666586479201]]], ""type"": ""Polygon""}";48.88671021356153, 2.3383951716563343
9;48;sept-48;63.90420521529182;32.22357667790969;"{""coordinates"": [[[2.3334330516540915, 48.880003744775536], [2.333341016925349, 48.88001744178413], [2.3333729967307457, 48.880097825154834], [2.3334279155259146, 48.88008883723074], [2.3334635483833925, 48.88008239764052], [2.3334356091697965, 48.880003464033756], [2.3334330516540915, 48.880003744775536]]], ""type"": ""Polygon""}";48.88005013583034, 2.333403052202851
18;124;18-124;380.7375637100928;78.54834299024122;"{""coordinates"": [[[2.333049173756478, 48.885091312578226], [2.332936015984527, 48.88495874869671], [2.332776451241648, 48.88501533936171], [2.3326878237407964, 48.88504380835014], [2.3327500309584743, 48.88512179418806], [2.3328147951505764, 48.88520244995627], [2.333049173756478, 48.885091312578226]]], ""type"": ""Polygon""}";48.88507607206776, 2.332869219457977
7;68;juil-68;28.611691398047586;22.520171220864825;"{""coordinates"": [[[2.30988750329828, 48.85075023215285], [2.3098355497986995, 48.85075527917484], [2.3098491408924295, 48.850820409176876], [2.309901945786854, 48.85081662796219], [2.30988750329828, 48.85075023215285]]], ""type"": ""Polygon""}";48.85078568954398, 2.3098686348971644
16;139;16-139;1440.2218261491998;152.44273111565775;"{""coordinates"": [[[2.271078482511923, 48.86179594053773], [2.270884587657585, 48.86171175700561], [2.27063939564946, 48.86160545835552], [2.270572087071812, 48.86161441220382], [2.27034177970308, 48.86184464792933], [2.2702965694506827, 48.86189035809265], [2.27051706684829, 48.86199025007631], [2.2706198493242726, 48.86203928792496], [2.271078482511923, 48.86179594053773]]], ""type"": ""Polygon""}";48.861821031767306, 2.270661296543642
16;81;16-81;308.70512655917105;77.59562041260715;"{""coordinates"": [[[2.2812646005290578, 48.86306449999507], [2.2813939207167633, 48.86321160847809], [2.281560052769394, 48.86319798872889], [2.281533012007808, 48.86300104888939], [2.2814640022220822, 48.86300804074734], [2.2814697860481306, 48.86304449836736], [2.2812646005290578, 48.86306449999507]]], ""type"": ""Polygon""}";48.863114951832664, 2.2814407748032237
16;213;16-213;2729.217296871283;461.82707263575037;"{""coordinates"": [[[2.283365228443893, 48.85999377280715], [2.283232433820246, 48.859910949106116], [2.283207748141443, 48.85989498968166], [2.283327095851136, 48.85980940415235], [2.2833506652939213, 48.85982179002551], [2.2834301814272, 48.859870949191176], [2.2834998963475885, 48.85991999655618], [2.2833872876897288, 48.860007648851806], [2.2834964851978636, 48.860076059222834], [2.2836378257353207, 48.85998132462889], [2.283714437977752, 48.86002878261951], [2.28378679580608, 48.86007300709636], [2.28386511259937, 48.86012152023712], [2.2841085754813615, 48.86027106651997], [2.2841776045057784, 48.86024145088563], [2.284198058423054, 48.8602326075627], [2.284169128746394, 48.860201401376216], [2.2841393487011015, 48.860169491295935], [2.2841197490255523, 48.86017657788305], [2.2840865692945194, 48.86013834297271], [2.284044833108966, 48.8601353736329], [2.2840465523320184, 48.86012076130546], [2.284017591756321, 48.86011899078364], [2.2840304378585117, 48.860054853690734], [2.2840569920881597, 48.85991561880971], [2.283875569988252, 48.859900569892105], [2.2838772856604397, 48.85988869787789], [2.2838628067699345, 48.859887567081174], [2.283791259157645, 48.859881983792455], [2.2837588917417486, 48.85988007140418], [2.2837726017991935, 48.85980476410558], [2.2837880267214867, 48.859719128973964], [2.283443921225229, 48.85969213079679], [2.283411390893072, 48.859841901715335], [2.2833901093493836, 48.8598289647599], [2.2833007266343244, 48.85977384220635], [2.283293066563726, 48.85976877972551], [2.283279446063186, 48.859760343138845], [2.2832700824023435, 48.85975506899766], [2.283249629614293, 48.85976313872672], [2.283221498189497, 48.85978314906843], [2.2831065769400847, 48.859714244563165], [2.283059690220969, 48.85974822551666], [2.2831141700812103, 48.859781622992074], [2.283072399925443, 48.8598102681464], [2.283131135376291, 48.85984732000539], [2.2831694410598233, 48.85987115484583], [2.283195829793604, 48.85988795818216], [2.282768761109652, 48.86016871061389], [2.2829015555705996, 48.86025272915311], [2.283023394948215, 48.86022686256289], [2.2831110731271416, 48.86028128168435], [2.2831749157026233, 48.86032304344087], [2.2832303153171294, 48.860294193902064], [2.283157957302571, 48.86025039089295], [2.2833113971863654, 48.860148029790636], [2.2832237185774837, 48.860093048709764], [2.2832177594405962, 48.86008918176379], [2.283365228443893, 48.85999377280715]]], ""type"": ""Polygon""}";48.85999311998014, 2.2834689171375544
16;94;16-94;578.0759568200812;115.8035591866435;"{""coordinates"": [[[2.2761087605778334, 48.85981942759657], [2.2760416668257575, 48.8597310565961], [2.2759877051136477, 48.859748288262736], [2.2759773367931766, 48.859733168511596], [2.276014329705162, 48.85972038673179], [2.2760092389140354, 48.85970331223379], [2.276001602473671, 48.85967963185174], [2.2759428165890796, 48.85968718781754], [2.2759131277928906, 48.85958642507699], [2.275846677213741, 48.85959362613881], [2.2758560759897355, 48.8596257378702], [2.2756952698040953, 48.85964708220928], [2.2757009339373444, 48.85965987026299], [2.275741711586683, 48.85974918660635], [2.275757003158195, 48.85978263717249], [2.275764649156941, 48.85979915155668], [2.2758122247844255, 48.85990217202175], [2.2758156214427014, 48.85991109620172], [2.276003093564732, 48.859852462048195], [2.2761087605778334, 48.85981942759657]]], ""type"": ""Polygon""}";48.85975366126312, 2.2758857394840186
16;91;16-91;1758.2716746666001;195.47910236703495;"{""coordinates"": [[[2.2805590365004096, 48.86550273780609], [2.280625387104227, 48.865589746833386], [2.280676516542274, 48.86557705582592], [2.2809121175737395, 48.86591545295438], [2.2808788792549377, 48.865926397099706], [2.2809477822858306, 48.86601818510462], [2.2813065741214174, 48.865900750821034], [2.28089058852735, 48.86536463667709], [2.2805590365004096, 48.86550273780609]]], ""type"": ""Polygon""}";48.865693669730135, 2.280941305256104
8;37;août-37;1370.1585056949957;179.03805609013517;"{""coordinates"": [[[2.316745907135351, 48.87842758718187], [2.316681926583185, 48.87851794799822], [2.3167355527497735, 48.878535460190086], [2.3165179433397194, 48.878866786383554], [2.31671488821151, 48.87889737648656], [2.3167345116779816, 48.8788385756538], [2.3168001245784446, 48.87884561330104], [2.316793298357816, 48.87886591553667], [2.3168239738653376, 48.87887076894424], [2.3168521093952354, 48.87883360793743], [2.3169373166639256, 48.878852451394174], [2.317006383916099, 48.878745392729414], [2.317014060280376, 48.87872586336358], [2.317090744787148, 48.878746109619215], [2.3171794289738914, 48.878593459361625], [2.317028618429272, 48.87854994534177], [2.3170576071162965, 48.87850800737153], [2.316745907135351, 48.87842758718187]]], ""type"": ""Polygon""}";48.878671088833435, 2.3168447749957437
10;2;10-févr;1390.811791284528;278.5463358286032;"{""coordinates"": [[[2.3539533707926164, 48.88308491979963], [2.353972998061377, 48.88316346252189], [2.354231211167469, 48.88313644481876], [2.354240601796326, 48.88318323361607], [2.3543019588920373, 48.88317591754181], [2.354429786043166, 48.88316100260005], [2.354529492230489, 48.88314918429596], [2.3545192519295344, 48.88311096694536], [2.3544885730596667, 48.883113500428905], [2.3544074965974273, 48.882783030020306], [2.354434766540915, 48.88277937200118], [2.3544211122822567, 48.88272682338809], [2.354246414955968, 48.88274413315515], [2.3541269563600355, 48.88231207842957], [2.3540366262487717, 48.882323473940204], [2.354234591305554, 48.88305410426084], [2.3539533707926164, 48.88308491979963]]], ""type"": ""Polygon""}";48.882874541638884, 2.354254703383283
20;62;20-62;1855.8773199477655;210.79418916366077;"{""coordinates"": [[[2.4024524335925026, 48.872895347039744], [2.4023674030317874, 48.873027335887336], [2.4021756226389894, 48.872973770831294], [2.402164568514593, 48.872990286740034], [2.402093142830071, 48.87310189429286], [2.402018313198255, 48.8732177188494], [2.4020055586120614, 48.873237819081524], [2.4020720448365673, 48.873257242251555], [2.402035474120292, 48.87330925236932], [2.4024454593688165, 48.873422691107706], [2.402740529682439, 48.87297492164441], [2.402607559797271, 48.87293670824249], [2.40267216815945, 48.872825034876676], [2.402607391343941, 48.87280863242968], [2.4025359653244474, 48.87291918533942], [2.4024524335925026, 48.872895347039744]]], ""type"": ""Polygon""}";48.8731457114461, 2.402375714949674
5;9;05-sept;274.95343915163585;69.06535538533595;"{""coordinates"": [[[2.3570512275472604, 48.84092197533649], [2.357104869707859, 48.84091901513654], [2.357087764661474, 48.840731013805225], [2.356908116945519, 48.84077319962403], [2.356853629320189, 48.84079323230413], [2.3568928302181846, 48.84087373822774], [2.3569371062414874, 48.840872114568185], [2.3569618221049877, 48.840926909839084], [2.3570103569241767, 48.840924442058956], [2.3570512275472604, 48.84092197533649]]], ""type"": ""Polygon""}";48.840832657688615, 2.356999010987448
15;75;15-75;390.7605135600684;100.39422614572827;"{""coordinates"": [[[2.2967765427558615, 48.84498073213917], [2.2968251050863953, 48.844951593029805], [2.296853221308797, 48.844934250329054], [2.2968379031837363, 48.844921177048036], [2.296786843373752, 48.844879006041005], [2.2967476556283533, 48.84489908516976], [2.296736592247589, 48.84488980702861], [2.2967093304252675, 48.844904622110775], [2.2967067778128056, 48.84490293518319], [2.2966778116941615, 48.84491873223966], [2.296678662734939, 48.8449197868031], [2.2966505476483645, 48.84493502225547], [2.2966616107935387, 48.84494472130614], [2.2965857894095105, 48.844984318890745], [2.2965755782107258, 48.84497490094802], [2.296545760314476, 48.844989995055684], [2.296544059043225, 48.84498802803169], [2.296518501368874, 48.845001156886], [2.2965210546959987, 48.84500319457439], [2.29649038505568, 48.845019201912216], [2.2965022979807985, 48.84502974508254], [2.2964528867434133, 48.8450552303405], [2.2964605441889487, 48.84506415571169], [2.2964928729608736, 48.84510189435243], [2.2965533539409466, 48.845077747671716], [2.296598443888912, 48.84512982346193], [2.2966308007818257, 48.84513419035894], [2.296775611720907, 48.84507972257133], [2.2967807395672817, 48.845056680380935], [2.2967211658504345, 48.845011485102354], [2.296773137182888, 48.84497974800038], [2.2967765427558615, 48.84498073213917]]], ""type"": ""Polygon""}";48.8450160727624, 2.2966599622946426
14;166;14-166;540.2255789861374;142.2400026706716;"{""coordinates"": [[[2.3265861771798737, 48.84210588040947], [2.326403088346097, 48.8421686730684], [2.3265605760491623, 48.842371936701824], [2.326646556568806, 48.84248266756231], [2.3266865669879753, 48.84253381750744], [2.3268321882520167, 48.84248436972708], [2.326786218187219, 48.842421486450945], [2.326855196645543, 48.842395427884405], [2.3267981606892203, 48.84232172413359], [2.326671275000396, 48.842364850469885], [2.3265435804252426, 48.842206624044245], [2.32663810613845, 48.842172697872186], [2.3265861771798737, 48.84210588040947]]], ""type"": ""Polygon""}";48.842331325570136, 2.3266316901362387
15;26;15-26;371.9082948623538;79.77740477794669;"{""coordinates"": [[[2.3113555123147713, 48.839686605770744], [2.3115053312358906, 48.839764763513585], [2.3117302161392512, 48.83957589423184], [2.3117140500812647, 48.83955340872988], [2.311695323077711, 48.83954378025636], [2.3116774447109694, 48.83953653999045], [2.311664676693955, 48.83953056486135], [2.3116442438960467, 48.839525783155665], [2.311562506586784, 48.83951733446915], [2.3113555123147713, 48.839686605770744]]], ""type"": ""Polygon""}";48.839632135194655, 2.3115455555746234
20;190;20-190;161.81311171069726;70.62338419228642;"{""coordinates"": [[[2.400594006059094, 48.858802090561056], [2.4003395812417576, 48.859009417161566], [2.400406071132421, 48.85904809119639], [2.4006408850557084, 48.85882609145682], [2.400594006059094, 48.858802090561056]]], ""type"": ""Polygon""}";48.85892848536087, 2.4004871718092526
8;73;août-73;5531.916981994928;345.7121013876598;"{""coordinates"": [[[2.3190504852959903, 48.867720518157995], [2.319794928596005, 48.868607174058155], [2.3198824572489, 48.86857701279972], [2.3198407276466, 48.868525790929134], [2.3199608702924914, 48.86848133639324], [2.3199983432567133, 48.86852279233977], [2.320031572884432, 48.868514506600256], [2.3200826748723746, 48.86856270948441], [2.3201499783748365, 48.86856637260112], [2.3201584957901056, 48.8685755772069], [2.3204507585998595, 48.86846356065406], [2.3202514741040177, 48.868235482101106], [2.320212299303635, 48.86819072315651], [2.3197737129094786, 48.867689595779616], [2.3197634928848183, 48.86767800179359], [2.319664706536309, 48.86756424330934], [2.3196595938631503, 48.86756543645792], [2.3196544816251468, 48.86756670065705], [2.3196204000066416, 48.86757554804024], [2.319358828434357, 48.867641830093106], [2.3193477509423097, 48.86764485005307], [2.3193349707665822, 48.867648079769175], [2.3192216504344847, 48.86767693738887], [2.3191892741406757, 48.867685153115744], [2.31905124434639, 48.867720330016596], [2.3190504852959903, 48.867720518157995]]], ""type"": ""Polygon""}";48.86808921247197, 2.3197467282081448
16;220;16-220;515.3402793801566;162.1482175391812;"{""coordinates"": [[[2.276888022819189, 48.86220713386197], [2.2769110265825554, 48.8621948383864], [2.2769721366119526, 48.862246301707394], [2.2770100587782593, 48.862278250128846], [2.277078618011931, 48.862244469956664], [2.277046281998818, 48.86221564818068], [2.2770360717458846, 48.86220587707385], [2.276998631353945, 48.86217143226393], [2.2769339627197875, 48.86211090804336], [2.27702857038743, 48.86206887451604], [2.276977523297603, 48.8620153126618], [2.2769264765074797, 48.86196154033549], [2.276861817124323, 48.86189448230913], [2.2768567127540797, 48.861888367333464], [2.2767297239107145, 48.86193972739714], [2.276742489012319, 48.86195034317821], [2.2767476013365284, 48.86194950260041], [2.2767518605614767, 48.8619489428614], [2.2767586763171357, 48.861948525381464], [2.2767646403490422, 48.861948387849104], [2.276770602225662, 48.861948601950985], [2.27677571276788, 48.861949166152655], [2.2767833784645926, 48.86195036455126], [2.276789339729538, 48.86195170284137], [2.27679530079962, 48.86195325157885], [2.2767995576455955, 48.86195472886125], [2.2768038146733764, 48.86195648764244], [2.276808072661716, 48.861958668226464], [2.2768114767987293, 48.86196049649974], [2.2768140301861637, 48.86196253457758], [2.2768238294631176, 48.86196773360352], [2.2768329170757333, 48.86197412087192], [2.2768962127400414, 48.862038282842406], [2.276897192588544, 48.862043699277805], [2.276898020825925, 48.86204825411513], [2.2768979759038936, 48.86205149061944], [2.276898227870135, 48.862054156928345], [2.276898512614717, 48.862057506045154], [2.276898245533376, 48.862060937266286], [2.2768990919118357, 48.862064872558115], [2.2768990891221974, 48.862067823322334], [2.2768990857484956, 48.862070914382244], [2.2768990809990246, 48.86207449738059], [2.2768990750685503, 48.862078852917], [2.276898218568896, 48.862083208710196], [2.276898215000284, 48.86208651021779], [2.276897359122668, 48.862089249875254], [2.276896502648091, 48.86209262177507], [2.2768947954219603, 48.86209571243273], [2.276893941114261, 48.86209824075143], [2.276893085418375, 48.86210126190781], [2.2768913774125865, 48.862104703308766], [2.276889670782429, 48.862107652771265], [2.2768879625689262, 48.86211130551913], [2.276885402240166, 48.862115168063845], [2.276882841716553, 48.86211875000879], [2.276879430440219, 48.86212254175875], [2.2768768712917105, 48.86212563176518], [2.2768743119483683, 48.86212844117185], [2.276871753201471, 48.86213110938349], [2.2768674894193217, 48.862134549730506], [2.276863225830978, 48.862138270677015], [2.2768598159416813, 48.86214058749397], [2.276860663525725, 48.8621432574018], [2.276847027549296, 48.862149222262055], [2.276691053483129, 48.86221785099705], [2.276822587737232, 48.862327815799134], [2.2768503352621106, 48.86231472519359], [2.2769549431129876, 48.86226600520274], [2.276888022819189, 48.86220713386197]]], ""type"": ""Polygon""}";48.86213960294462, 2.2768866854734995
13;68;13-68;403.2976415055474;214.75234609417817;"{""coordinates"": [[[2.3590661395987507, 48.837699030349214], [2.359116759855044, 48.83768094371955], [2.359061049341933, 48.837603206223896], [2.359072903595744, 48.837600015836216], [2.3589715262727218, 48.837463200667905], [2.358966414402646, 48.83745666725943], [2.3589604552504655, 48.837459759721064], [2.358955349609149, 48.83746601353106], [2.3589545008059507, 48.837471774817494], [2.3589536519372483, 48.837478870762645], [2.358960471463861, 48.83749488814354], [2.3589630264242865, 48.83749840036952], [2.3589647304671466, 48.83750142057888], [2.359020115799775, 48.837593726112566], [2.3590209802629243, 48.8376235842954], [2.359018430807694, 48.8376360205552], [2.3590116265315553, 48.8376528831774], [2.3589903453805547, 48.837661739410855], [2.3589614026237915, 48.83767685014207], [2.358896706826613, 48.83770658090282], [2.3588251957823334, 48.8377301306299], [2.358765598191248, 48.837736817216395], [2.3587340931985095, 48.837735488139984], [2.3587119550572724, 48.83773282245113], [2.3586838538047434, 48.83772481942866], [2.3586600094865466, 48.837714214874225], [2.358631053396888, 48.83769939635837], [2.358628498468704, 48.83769665758067], [2.358625091166976, 48.83769398798054], [2.358623388031462, 48.83769167017634], [2.358621683034509, 48.8376892822116], [2.358619979910366, 48.83768696350804], [2.3586174238608324, 48.837683873072], [2.3586165709699625, 48.83768021977157], [2.35861571768477, 48.83767593421483], [2.358615715816318, 48.837672210830185], [2.3586157148109206, 48.83766841729967], [2.35861656447469, 48.837664693084726], [2.3586174140227234, 48.837661531872165], [2.3586157055647643, 48.837648463919066], [2.3586242154283092, 48.83763694100552], [2.358690605851197, 48.83758852165839], [2.3587076332029118, 48.83758500559084], [2.3587272060619813, 48.8375611846927], [2.3587331630204114, 48.837555282611945], [2.3588089370836696, 48.83754500974468], [2.358883857234367, 48.837531716678775], [2.358898329358959, 48.837525040007144], [2.3589153521069397, 48.83750993195762], [2.3589230087742203, 48.83749875969871], [2.3589213048462994, 48.83749517648622], [2.3589187486628718, 48.83749187470444], [2.3589161941279295, 48.83748976818876], [2.358913639366528, 48.83748801242456], [2.358910232360658, 48.837486537191666], [2.3589059749501833, 48.837485414449105], [2.3589025693308554, 48.83748471267818], [2.3588974604484356, 48.83748436152456], [2.35888724146787, 48.83748176424612], [2.3588403635088606, 48.83752657751269], [2.3587959038342987, 48.83750825834075], [2.358783990170094, 48.83752137288616], [2.358719428652906, 48.837495015316335], [2.358696535429266, 48.83751840470459], [2.358676961198613, 48.83753857236675], [2.3586361103180558, 48.83757996070374], [2.358609727822823, 48.837607225619344], [2.3585263231803606, 48.83769218035394], [2.3585288785140097, 48.83769267162079], [2.3586957877292574, 48.83775657256455], [2.358782649580226, 48.83778971578347], [2.3590661395987507, 48.837699030349214]]], ""type"": ""Polygon""}";48.83764313177832, 2.358836517352072
14;135;14-135;278.28229295321444;71.7262195081929;"{""coordinates"": [[[2.3230543019491754, 48.834400452534574], [2.322982091857082, 48.83431558021295], [2.3229616212731123, 48.834323646827336], [2.3229379533132417, 48.83429583648017], [2.322958087930642, 48.83428793794923], [2.3229314974604707, 48.834257317607495], [2.32274466211508, 48.834331747723844], [2.322872330950177, 48.83446693474397], [2.3228777452560867, 48.83447184088997], [2.3228895547106854, 48.834467184243806], [2.3228871152763064, 48.83446431043161], [2.3230543019491754, 48.834400452534574]]], ""type"": ""Polygon""}";48.83436538071693, 2.3228997335801616
