N_SQ_CA;NUMEVP;TEXTE;ST_AREA(SHAPE);ST_PERIMETER(SHAPE);GEO_SHAPE;GEO_POINT_2D
17;10;17-oct;476.44897982055295;155.57826371029162;"{""coordinates"": [[[2.2920870666921904, 48.88296395845862], [2.2913224915848045, 48.882551316603454], [2.2912851693886767, 48.88258327481872], [2.291289404977981, 48.88261011449295], [2.292006615397631, 48.88299834997684], [2.292047524397911, 48.882995837220626], [2.2920870666921904, 48.88296395845862]]], ""type"": ""Polygon""}";48.882781375867424, 2.291677769424703
10;12;10-déc;301.58782924642776;70.67945608435858;"{""coordinates"": [[[2.3512669067168677, 48.87915785694217], [2.350988263796777, 48.87919126417146], [2.3510147161726334, 48.87931884483798], [2.3512976224638407, 48.87928705336759], [2.3512669067168677, 48.87915785694217]]], ""type"": ""Polygon""}";48.87923885629495, 2.3511422845477856
9;99;sept-99;143.23110853902674;48.75224578537075;"{""coordinates"": [[[2.3325877782575417, 48.87917968793213], [2.3325722956778914, 48.879140833996075], [2.332389971603314, 48.87917033450732], [2.332396893113988, 48.879210734346714], [2.3324045754857323, 48.87925996269839], [2.332603940664185, 48.87922731326792], [2.3325877782575417, 48.87917968793213]]], ""type"": ""Polygon""}";48.879200213900354, 2.3324931832591895
16;20;16-20;333.7223982074564;105.6909313596642;"{""coordinates"": [[[2.2889744416458093, 48.875040924035765], [2.2890706843811985, 48.87498268586035], [2.289102408497258, 48.87500545945106], [2.2891815819305674, 48.87495234769227], [2.289134746929116, 48.874922188921076], [2.289116010147687, 48.87491304735429], [2.2890938458824968, 48.874922874146336], [2.2889865513373713, 48.8748532762136], [2.289109348270567, 48.87475173678901], [2.289062510984299, 48.87472445856362], [2.2889294880095523, 48.87482662519574], [2.2888638301724336, 48.87487563604406], [2.2889081112456475, 48.874904599815146], [2.288912367530316, 48.87490881693429], [2.2889362108323703, 48.87492351082945], [2.288892700950425, 48.8749790646615], [2.2889369774494965, 48.87501266540086], [2.2889548570216958, 48.87502637326041], [2.2889744416458093, 48.875040924035765]]], ""type"": ""Polygon""}";48.87490592592625, 2.2890076451678416
18;48;18-48;1005.0518707091276;319.27924801708815;"{""coordinates"": [[[2.3461187672265997, 48.90074733445814], [2.346134054589318, 48.90043075982157], [2.346174813949015, 48.899561409111044], [2.3460286351673405, 48.899558448142194], [2.3460818336154747, 48.8996401996193], [2.3460232760051682, 48.90073416510343], [2.3459479484682046, 48.900702128426616], [2.34592081236296, 48.900736244163376], [2.345878595876, 48.90076409113875], [2.34582294815141, 48.90077644507069], [2.3461170686990784, 48.900782322054994], [2.3461187672265997, 48.90074733445814]]], ""type"": ""Polygon""}";48.90020421233966, 2.3460896356722256
18;102;18-102;75.14974689638969;34.78266967398395;"{""coordinates"": [[[2.3468052125603314, 48.887457819376266], [2.346789804992425, 48.88753522489237], [2.346901373012986, 48.88754672523251], [2.3469152652448977, 48.88745953845719], [2.3468052125603314, 48.887457819376266]]], ""type"": ""Polygon""}";48.887500090597754, 2.3468539544092932
13;52;13-52;320.80058754098565;82.4989261151207;"{""coordinates"": [[[2.3552635385992255, 48.83519039287881], [2.355071940599975, 48.83509698404592], [2.3550251339012296, 48.83515488301008], [2.355025985479548, 48.835155866114626], [2.355026838409075, 48.835156850125855], [2.3550276896137756, 48.83515797352984], [2.355028540807487, 48.835159097833134], [2.355029393748242, 48.835160080945], [2.3550302444476614, 48.83516113509489], [2.3550310973884816, 48.83516211820676], [2.3550310971019455, 48.83516324241546], [2.3550319491748803, 48.83516429567341], [2.3550319488884632, 48.83516541988211], [2.355032800455956, 48.83516640388592], [2.3550328015317588, 48.83516752810199], [2.3550328012564874, 48.835168651411365], [2.355033654186353, 48.83516963542251], [2.355033653899871, 48.835170759631204], [2.355033654107859, 48.8351719539933], [2.355033655194808, 48.835173077310024], [2.3550336549084276, 48.83517420151871], [2.35503365598435, 48.83517532573475], [2.355033655697868, 48.83517644994346], [2.3550328056668373, 48.83517743376555], [2.355032805380439, 48.83517855797424], [2.3550328064562427, 48.83517968219027], [2.3550319550628402, 48.835180666005], [2.3550319547875502, 48.83518178931437], [2.3550311047564008, 48.835182773136445], [2.3550311044698637, 48.83518389734513], [2.3550302530763605, 48.83518488115981], [2.3550294030451275, 48.83518586498188], [2.3550294027586554, 48.835186989190554], [2.35502855136507, 48.835187973005254], [2.3550277013337553, 48.835188956827274], [2.3550268499401046, 48.83518994064195], [2.355025998557448, 48.835190923557306], [2.3550251471637336, 48.83519190737195], [2.35502429713229, 48.83519289119398], [2.3550225946313192, 48.83519373461458], [2.355021743237494, 48.835194718429236], [2.3550208918436377, 48.835195702243865], [2.3550191902104736, 48.83519647551838], [2.35501833881654, 48.835197459332996], [2.355016635941711, 48.83519844305294], [2.355014933066818, 48.83519942677288], [2.3550132305654823, 48.835200270193354], [2.355011528064192, 48.835201113613806], [2.3550098259475036, 48.83520181583552], [2.3550081238196428, 48.83520251895649], [2.355006421197505, 48.83520315192406], [2.355004718092123, 48.83520371383893], [2.3550030158546797, 48.83520420560773], [2.355001313606079, 48.835204698275795], [2.35499961087425, 48.83520511989116], [2.354997907648073, 48.83520547135314], [2.3549962057841753, 48.835205822822424], [2.3549945020637377, 48.83520610413094], [2.3549927997054843, 48.83520638544679], [2.3549910968530026, 48.83520659660924], [2.354989394868398, 48.83520673762562], [2.3549876915215844, 48.83520687863462], [2.3549859890538882, 48.83520694859828], [2.3549842865750583, 48.83520701946123], [2.3549825836130536, 48.83520701927141], [2.35498088063992, 48.83520701998091], [2.354979177677914, 48.83520701979109], [2.3549774755727904, 48.83520695035449], [2.3549757716222057, 48.83520680985787], [2.354974069033933, 48.83520666936854], [2.3549723659403585, 48.83520645962509], [2.3549706628578226, 48.835206248982345], [2.3549689606434243, 48.835205968193506], [2.3549672579346637, 48.83520561725128], [2.3549655552260274, 48.835205266309046], [2.354963851155111, 48.835204915359405], [2.354962148337135, 48.83520435306502], [2.3549051245916246, 48.83525909136054], [2.3550822466240677, 48.83534498552041], [2.355132461766614, 48.835297133773054], [2.355131610195104, 48.83529614977005], [2.3551307586125003, 48.83529516666634], [2.355129907041055, 48.83529418266333], [2.355129054964018, 48.83529312940626], [2.355128203381512, 48.83529214630253], [2.3551273518101636, 48.835291162299505], [2.3551265002277226, 48.83529017919575], [2.355125648162046, 48.83528912503936], [2.355125647084136, 48.83528800082343], [2.3551247955017787, 48.83528701771968], [2.355123943919453, 48.83528603461589], [2.3551239442038865, 48.835284910407324], [2.3551230912705328, 48.8352839263969], [2.355123091060495, 48.835282732034976], [2.355122239478271, 48.83528174893117], [2.355122239762741, 48.83528062472257], [2.3551222395528244, 48.83527943036064], [2.3551222384749884, 48.8352783061447], [2.355121386398468, 48.83527725288752], [2.355121386682957, 48.835276128678935], [2.3551213856052406, 48.835275004462986], [2.3551213858897295, 48.835273880254384], [2.355121384811913, 48.835272756038464], [2.3551213846020156, 48.83527156167651], [2.3551222359840884, 48.83527057876055], [2.35512223577407, 48.83526938439855], [2.355122234696337, 48.8352682601826], [2.3551222344863185, 48.83526706582063], [2.355123085879429, 48.835266082005326], [2.3551230848016766, 48.83526495778939], [2.3551239361947363, 48.83526397397407], [2.3551239351168647, 48.83526284975813], [2.3551247860154825, 48.83526179578945], [2.355125637408458, 48.835260811974145], [2.3551256376928555, 48.83525968776556], [2.3551264877123494, 48.83525870484219], [2.3551273391052425, 48.83525772102686], [2.3551281904981036, 48.835256737211516], [2.3551290418909314, 48.83525575339618], [2.355129891921525, 48.835254769573496], [2.3551307433142896, 48.835253785758134], [2.3551315947070215, 48.83525280194277], [2.3551324460997214, 48.8352518181274], [2.3551332961300853, 48.8352508343047], [2.355134999004424, 48.835249850583125], [2.3551358503970112, 48.83524886676773], [2.3551375519089337, 48.8352478830388], [2.35513840330144, 48.83524689922338], [2.355140106780173, 48.83524619700721], [2.3551409568103003, 48.835245213184464], [2.3551426599266945, 48.83524465036837], [2.3551443628006545, 48.83524366664664], [2.3551460653012857, 48.835242823224355], [2.3551477669340803, 48.83524204994803], [2.3551494704124267, 48.835241347731746], [2.3551511725396503, 48.83524064460879], [2.355152875161255, 48.83524001163916], [2.3551545769040225, 48.83523944971486], [2.355156280008956, 48.83523888779788], [2.35515798225721, 48.835238395127625], [2.3551596858566106, 48.835237903363975], [2.3551613885882166, 48.83523748174631], [2.3551630904520326, 48.83523713027471], [2.3551647936780293, 48.835236778810405], [2.355166496036347, 48.835236497492126], [2.355168198394648, 48.835236216173776], [2.35516990124738, 48.83523600500886], [2.3551716041002, 48.83523579384385], [2.3551733069529055, 48.835235582678834], [2.3551750094324104, 48.83523551181323], [2.3551767127685284, 48.83523537170084], [2.3551784152481234, 48.8352353008352], [2.3551801182221785, 48.835235300122896], [2.355181821185109, 48.83523530030984], [2.355183524159164, 48.8352352995975], [2.355185226748834, 48.835235440083856], [2.3551869288440397, 48.835235510416766], [2.355188631444952, 48.83523565000377], [2.355190334529329, 48.83523586064341], [2.3551920376136173, 48.83523607128306], [2.355193740698022, 48.83523628192266], [2.3551954429146207, 48.83523656270825], [2.3551971469882322, 48.83523691365457], [2.355198848710279, 48.83523712428675], [2.3552635385992255, 48.83519039287881]]], ""type"": ""Polygon""}";48.835221584807044, 2.355080440820794
14;48;14-48;203.69558696814252;68.73826747442256;"{""coordinates"": [[[2.3250621933846056, 48.83050144544633], [2.3251328582854596, 48.83048065674038], [2.3249907413152333, 48.83026046030951], [2.3249013475084257, 48.83028469035131], [2.3248902796495097, 48.830287710033964], [2.325042612258339, 48.83050755591714], [2.3250621933846056, 48.83050144544633]]], ""type"": ""Polygon""}";48.830382368873806, 2.325012879702043
13;67;13-67;524.3467509620284;106.3519855198864;"{""coordinates"": [[[2.364599807440754, 48.83030267457504], [2.364554727960976, 48.830375330004564], [2.364839122402673, 48.830474601431874], [2.3648842449976852, 48.83048112406425], [2.3650366254665562, 48.83047075847852], [2.3648245071774956, 48.83021999817624], [2.364787893641898, 48.83020708031453], [2.3647793786420586, 48.83020392056656], [2.3647147258311185, 48.830287611712244], [2.364705369014149, 48.83030110294331], [2.364676442062518, 48.830333497526986], [2.36464493647522, 48.83032184339238], [2.364624506627584, 48.83032276194128], [2.3646125863110035, 48.83032002478273], [2.364601515260429, 48.83031377469411], [2.364599807440754, 48.83030267457504]]], ""type"": ""Polygon""}";48.830366556940945, 2.3648026734477767
14;29;14-29;134.70076302947933;48.33758876772563;"{""coordinates"": [[[2.3203188016749308, 48.823643493718016], [2.3204243956783053, 48.823507915000874], [2.3203835438152436, 48.82348957290275], [2.3202243558209714, 48.823533249499505], [2.3202745428435865, 48.823632387525436], [2.320313694000528, 48.82364264984801], [2.3203188016749308, 48.823643493718016]]], ""type"": ""Polygon""}";48.823559100646044, 2.3203197843088152
